lag,batch_size,neurons,layers,split,accuracy,f1-0,f1-1,f1-2,f1-3,f1-4,f1-5,f1-6,f1-7,f1-8,f1-9,diff_acc,max_acc,mean_acc,min_acc,f1-total
1,5,256,1,0.85,,0,0,0,0,0.208757572,0.544487414,0,0,0,0,0.029411765,0.426470588,0.408823529,0.397058824,0.753244986
14,5,16,3,0.85,,0,0,0,0,0.189300938,0.560867281,0,0,0,0,0.045454545,0.439393939,0.421212121,0.393939394,0.750168219
1,5,32,1,0.85,,0,0,0,0,0.161028548,0.588822368,0,0,0,0,0.191176471,0.558823529,0.438235294,0.367647059,0.749850916
1,80,256,1,0.85,,0,0,0,0,0.159057363,0.590233712,0,0,0,0,0.205882353,0.558823529,0.438235294,0.352941176,0.749291075
7,50,16,1,0.85,,0,0,0,0,0.188862876,0.554509054,0,0,0,0,0.104477612,0.462686567,0.411940299,0.358208955,0.74337193
1,50,128,3,0.85,,0,0,0,0,0.200904977,0.539477124,0,0,0,0,0.088235294,0.455882353,0.411764706,0.367647059,0.740382101
14,50,16,3,0.85,,0,0,0,0,0.14291591,0.595382816,0,0,0,0,0.060606061,0.454545455,0.439393939,0.393939394,0.738298726
7,50,16,3,0.85,,0,0,0,0,0.157400394,0.579347709,0,0,0,0,0.164179104,0.492537313,0.417910448,0.328358209,0.736748103
7,5,16,3,0.85,,0,0,0,0,0.194624506,0.541106263,0,0,0,0,0.119402985,0.447761194,0.408955224,0.328358209,0.735730769
7,20,16,3,0.85,,0,0,0,0,0.18244582,0.550586834,0,0,0,0,0.164179104,0.492537313,0.402985075,0.328358209,0.733032654
1,80,128,1,0.85,,0,0,0,0,0.140856775,0.584282216,0,0,0,0,0.176470588,0.529411765,0.429411765,0.352941176,0.725138991
7,80,16,1,0.85,,0,0,0,0,0.186346567,0.536416658,0,0,0,0,0.089552239,0.447761194,0.4,0.358208955,0.722763225
1,80,64,2,0.85,,0,0,0,0,0.132485427,0.586593116,0,0,0,0,0.161764706,0.529411765,0.432352941,0.367647059,0.719078543
1,5,32,3,0.85,,0,0,0,0,0.136900463,0.580520643,0,0,0,0,0.117647059,0.5,0.426470588,0.382352941,0.717421106
14,20,16,3,0.85,,0,0,0,0,0.097751711,0.612447475,0,0,0,0,0.060606061,0.46969697,0.445454545,0.409090909,0.710199185
1,80,32,3,0.85,,0,0,0,0,0.113831479,0.594248542,0,0,0,0,0.102941176,0.5,0.435294118,0.397058824,0.70808002
1,20,16,1,0.85,,0,0,0,0,0.123895324,0.583803036,0,0,0,0,0.161764706,0.529411765,0.429411765,0.367647059,0.70769836
1,50,256,1,0.85,,0,0,0,0,0.174047687,0.52836386,0,0,0,0,0.088235294,0.441176471,0.394117647,0.352941176,0.702411547
1,20,64,3,0.85,,0,0,0,0,0.148848485,0.552850877,0,0,0,0,0.029411765,0.426470588,0.414705882,0.397058824,0.701699362
1,80,64,1,0.85,,0,0,0,0,0.108763505,0.592273727,0,0,0,0,0.147058824,0.514705882,0.432352941,0.367647059,0.701037233
1,20,64,1,0.85,,0,0,0,0,0.12991453,0.570908148,0,0,0,0,0.117647059,0.470588235,0.420588235,0.352941176,0.700822678
1,80,64,3,0.85,,0,0,0,0,0.101165501,0.598549442,0,0,0,0,0.117647059,0.5,0.435294118,0.382352941,0.699714943
1,80,32,1,0.85,,0,0,0,0,0.10060024,0.595385143,0,0,0,0,0.132352941,0.514705882,0.432352941,0.382352941,0.695985383
1,20,32,3,0.85,,0,0,0,0,0.116736597,0.578123669,0,0,0,0,0.147058824,0.5,0.420588235,0.352941176,0.694860265
1,20,64,2,0.85,,0,0,0,0,0.130655772,0.563691002,0,0,0,0,0.073529412,0.441176471,0.411764706,0.367647059,0.694346775
7,20,16,2,0.85,,0,0,0,0,0.141163752,0.549958642,0,0,0,0,0.104477612,0.447761194,0.402985075,0.343283582,0.691122394
1,50,32,2,0.85,,0,0,0,0,0.153979592,0.536977732,0,0,0,0,0.073529412,0.441176471,0.408823529,0.367647059,0.690957324
1,5,16,1,0.85,,0,0,0,0,0.094444444,0.593980804,0,0,0,0,0.102941176,0.5,0.432352941,0.397058824,0.688425249
1,50,32,1,0.85,,0,0,0,0,0.155,0.532954203,0,0,0,0,0.058823529,0.426470588,0.408823529,0.367647059,0.687954203
1,20,256,1,0.85,,0,0,0,0,0.133429858,0.554357088,0,0,0,0,0.058823529,0.426470588,0.402941176,0.367647059,0.687786947
1,50,32,3,0.85,,0,0,0,0,0.146449295,0.541176432,0,0,0,0,0.073529412,0.441176471,0.408823529,0.367647059,0.687625727
1,50,128,1,0.85,,0,0,0,0,0.149622926,0.536815678,0,0,0,0,0.073529412,0.441176471,0.402941176,0.367647059,0.686438604
1,20,128,1,0.85,,0,0,0,0,0.129831526,0.555439277,0,0,0,0,0.058823529,0.426470588,0.405882353,0.367647059,0.685270804
1,50,64,1,0.85,,0,0,0,0,0.142736842,0.539549082,0,0,0,0,0.058823529,0.426470588,0.402941176,0.367647059,0.682285925
1,5,16,3,0.85,,0,0,0,0,0.08989899,0.591911448,0,0,0,0,0.102941176,0.5,0.429411765,0.397058824,0.681810438
7,5,16,2,0.85,,0,0,0,0,0.136635988,0.544946235,0,0,0,0,0.149253731,0.47761194,0.394029851,0.328358209,0.681582223
1,50,64,3,0.85,,0,0,0,0,0.135555556,0.542431875,0,0,0,0,0.058823529,0.426470588,0.402941176,0.367647059,0.67798743
1,20,16,2,0.85,,0,0,0,0,0.091803279,0.585532832,0,0,0,0,0.102941176,0.5,0.435294118,0.397058824,0.67733611
1,20,32,1,0.85,,0,0,0,0,0.129036635,0.548161748,0,0,0,0,0.058823529,0.426470588,0.405882353,0.367647059,0.677198383
1,20,16,3,0.85,,0,0,0,0,0.105882353,0.5663779,0,0,0,0,0.088235294,0.470588235,0.420588235,0.382352941,0.672260253
1,20,32,2,0.85,,0,0,0,0,0.104779412,0.566609753,0,0,0,0,0.117647059,0.485294118,0.417647059,0.367647059,0.671389165
7,80,16,2,0.85,,0,0,0,0,0.10962963,0.560784249,0,0,0,0,0.119402985,0.447761194,0.402985075,0.328358209,0.670413879
1,50,16,1,0.85,,0,0,0,0,0.13799458,0.530139007,0,0,0,0,0.044117647,0.426470588,0.408823529,0.382352941,0.668133587
1,80,16,2,0.85,,0,0,0,0,0.072727273,0.595087752,0,0,0,0,0.102941176,0.5,0.435294118,0.397058824,0.667815025
1,5,32,2,0.85,,0,0,0,0,0.073333333,0.588945495,0,0,0,0,0.147058824,0.5,0.426470588,0.352941176,0.662278828
3,80,16,3,0.85,,0,0,0,0,0.080653061,0.58151059,0,0,0,0,0.102941176,0.455882353,0.402941176,0.352941176,0.662163651
1,80,32,2,0.85,,0,0,0,0,0.068085106,0.589568122,0,0,0,0,0.102941176,0.485294118,0.426470588,0.382352941,0.657653229
1,50,16,3,0.85,,0,0,0,0,0.15,0.502079029,0,0,0,0,0.132352941,0.485294118,0.417647059,0.352941176,0.652079029
1,80,16,1,0.85,,0,0,0,0,0.046621622,0.602343005,0,0,0,0,0.102941176,0.5,0.429411765,0.397058824,0.648964627
1,50,16,2,0.85,,0,0,0,0,0.126149425,0.522788964,0,0,0,0,0.147058824,0.514705882,0.423529412,0.367647059,0.648938389
1,5,16,2,0.85,,0,0,0,0,0.05,0.595702842,0,0,0,0,0.088235294,0.485294118,0.429411765,0.397058824,0.645702842
7,50,16,2,0.85,,0,0,0,0,0.081904762,0.561084369,0,0,0,0,0.119402985,0.447761194,0.397014925,0.328358209,0.64298913
1,80,16,3,0.85,,0,0,0,0,0.044444444,0.588328093,0,0,0,0,0.073529412,0.455882353,0.417647059,0.382352941,0.632772537
