lag,epochs,batch_size,neurons,layers,split,mean_acc,min_acc,max_acc,diff_acc
1,10000,5,128,1,0.85,0.511764706,0.411764706,0.573529412,0.161764706
3,10000,50,32,2,0.85,0.511764706,0.455882353,0.558823529,0.102941176
3,10000,80,64,1,0.85,0.511764706,0.397058824,0.602941176,0.205882353
14,10000,80,32,1,0.85,0.509090909,0.409090909,0.560606061,0.151515152
14,10000,5,64,1,0.85,0.509090909,0.454545455,0.575757576,0.121212121
14,10000,20,64,3,0.85,0.509090909,0.409090909,0.590909091,0.181818182
14,10000,5,128,1,0.85,0.509090909,0.424242424,0.575757576,0.151515152
14,10000,50,256,3,0.85,0.509090909,0.454545455,0.590909091,0.136363636
1,10000,50,64,2,0.85,0.508823529,0.455882353,0.588235294,0.132352941
1,10000,5,64,3,0.85,0.508823529,0.411764706,0.588235294,0.176470588
1,10000,80,128,1,0.85,0.508823529,0.441176471,0.588235294,0.147058824
3,10000,20,16,2,0.85,0.508823529,0.397058824,0.558823529,0.161764706
7,10000,80,32,3,0.85,0.507462687,0.462686567,0.552238806,0.089552239
7,10000,5,128,3,0.85,0.507462687,0.462686567,0.552238806,0.089552239
14,10000,80,64,1,0.85,0.506060606,0.454545455,0.545454545,0.090909091
14,10000,20,128,3,0.85,0.506060606,0.439393939,0.590909091,0.151515152
1,10000,50,32,2,0.85,0.505882353,0.455882353,0.588235294,0.132352941
1,10000,50,32,3,0.85,0.505882353,0.455882353,0.602941176,0.147058824
1,10000,20,128,1,0.85,0.505882353,0.470588235,0.529411765,0.058823529
1,10000,50,256,1,0.85,0.505882353,0.455882353,0.573529412,0.117647059
1,10000,50,256,2,0.85,0.505882353,0.470588235,0.544117647,0.073529412
3,10000,5,32,1,0.85,0.505882353,0.397058824,0.573529412,0.176470588
14,10000,50,64,1,0.85,0.503030303,0.46969697,0.53030303,0.060606061
1,10000,80,16,1,0.85,0.502941176,0.455882353,0.558823529,0.102941176
1,10000,50,128,2,0.85,0.502941176,0.441176471,0.588235294,0.147058824
1,10000,50,128,3,0.85,0.502941176,0.455882353,0.573529412,0.117647059
3,10000,5,16,1,0.85,0.502941176,0.338235294,0.558823529,0.220588235
3,10000,20,16,3,0.85,0.502941176,0.441176471,0.544117647,0.102941176
3,10000,20,32,1,0.85,0.502941176,0.441176471,0.529411765,0.088235294
3,10000,50,128,3,0.85,0.502941176,0.426470588,0.573529412,0.147058824
7,10000,20,256,1,0.85,0.501492537,0.402985075,0.641791045,0.23880597
1,10000,5,16,3,0.85,0.5,0.397058824,0.588235294,0.191176471
1,10000,5,64,1,0.85,0.5,0.426470588,0.558823529,0.132352941
1,10000,80,64,1,0.85,0.5,0.426470588,0.573529412,0.147058824
1,10000,5,256,2,0.85,0.5,0.411764706,0.558823529,0.147058824
3,10000,80,32,2,0.85,0.5,0.397058824,0.544117647,0.147058824
14,10000,50,256,2,0.85,0.5,0.393939394,0.560606061,0.166666667
14,10000,80,256,3,0.85,0.5,0.439393939,0.575757576,0.136363636
1,10000,50,16,2,0.85,0.497058824,0.455882353,0.573529412,0.117647059
1,10000,50,16,3,0.85,0.497058824,0.441176471,0.558823529,0.117647059
1,10000,20,32,1,0.85,0.497058824,0.441176471,0.544117647,0.102941176
1,10000,20,32,3,0.85,0.497058824,0.441176471,0.529411765,0.088235294
1,10000,80,64,2,0.85,0.497058824,0.455882353,0.573529412,0.117647059
3,10000,50,16,1,0.85,0.497058824,0.441176471,0.558823529,0.117647059
3,10000,80,64,3,0.85,0.497058824,0.426470588,0.602941176,0.176470588
1,10000,20,32,2,0.85,0.494117647,0.441176471,0.544117647,0.102941176
1,10000,80,32,2,0.85,0.494117647,0.397058824,0.588235294,0.191176471
1,10000,80,256,1,0.85,0.494117647,0.455882353,0.544117647,0.088235294
3,10000,50,32,3,0.85,0.494117647,0.441176471,0.558823529,0.117647059
14,10000,80,16,2,0.85,0.493939394,0.378787879,0.575757576,0.196969697
14,10000,5,16,3,0.85,0.493939394,0.439393939,0.545454545,0.106060606
1,10000,5,32,2,0.85,0.491176471,0.411764706,0.558823529,0.147058824
14,10000,5,16,1,0.85,0.490909091,0.439393939,0.560606061,0.121212121
14,10000,20,128,2,0.85,0.490909091,0.378787879,0.560606061,0.181818182
1,10000,20,16,2,0.85,0.488235294,0.426470588,0.514705882,0.088235294
1,10000,20,16,3,0.85,0.488235294,0.411764706,0.558823529,0.147058824
1,10000,5,32,1,0.85,0.488235294,0.411764706,0.558823529,0.147058824
14,10000,20,256,2,0.85,0.487878788,0.409090909,0.590909091,0.181818182
1,10000,20,64,1,0.85,0.485294118,0.426470588,0.514705882,0.088235294
1,10000,50,64,1,0.85,0.485294118,0.441176471,0.573529412,0.132352941
3,10000,80,16,1,0.85,0.485294118,0.323529412,0.617647059,0.294117647
1,10000,5,256,3,0.85,0.482352941,0.441176471,0.529411765,0.088235294
3,10000,80,16,2,0.85,0.482352941,0.352941176,0.558823529,0.205882353
14,10000,80,16,1,0.85,0.481818182,0.393939394,0.560606061,0.166666667
14,10000,20,16,2,0.85,0.481818182,0.409090909,0.575757576,0.166666667
14,10000,5,128,2,0.85,0.481818182,0.409090909,0.606060606,0.196969697
1,10000,80,32,1,0.85,0.479411765,0.411764706,0.573529412,0.161764706
1,10000,80,32,3,0.85,0.479411765,0.411764706,0.529411765,0.117647059
3,10000,50,16,3,0.85,0.479411765,0.426470588,0.5,0.073529412
1,10000,5,16,2,0.85,0.476470588,0.397058824,0.573529412,0.176470588
14,10000,20,16,1,0.85,0.475757576,0.393939394,0.545454545,0.151515152
14,10000,5,16,2,0.85,0.475757576,0.409090909,0.545454545,0.136363636
3,10000,80,16,3,0.85,0.473529412,0.338235294,0.529411765,0.191176471
3,10000,20,32,3,0.85,0.470588235,0.382352941,0.529411765,0.147058824
1,10000,80,16,3,0.85,0.467647059,0.397058824,0.529411765,0.132352941
14,10000,50,16,1,0.85,0.466666667,0.378787879,0.545454545,0.166666667
3,10000,80,32,3,0.85,0.464705882,0.352941176,0.588235294,0.235294118
14,10000,5,64,2,0.85,0.463636364,0.378787879,0.515151515,0.136363636
1,10000,80,16,2,0.85,0.455882353,0.397058824,0.514705882,0.117647059
