lag,epochs,batch_size,neurons,layers,split,mean_acc,min_acc,max_acc,diff_acc
14.0,10000.0,50.0,128.0,3.0,0.85,0.5074626865671641,0.3582089552238806,0.6417910447761194,0.2835820895522388
14.0,10000.0,80.0,128.0,3.0,0.85,0.5164179104477612,0.417910447761194,0.6417910447761194,0.22388059701492535
14.0,10000.0,5.0,256.0,1.0,0.85,0.5313432835820896,0.417910447761194,0.6567164179104478,0.23880597014925375
14.0,10000.0,20.0,256.0,1.0,0.85,0.5373134328358209,0.3880597014925373,0.6417910447761194,0.25373134328358204
14.0,10000.0,50.0,256.0,1.0,0.85,0.5462686567164179,0.417910447761194,0.6268656716417911,0.20895522388059706
14.0,10000.0,80.0,256.0,1.0,0.85,0.5522388059701493,0.417910447761194,0.6417910447761194,0.22388059701492535
14.0,10000.0,5.0,256.0,2.0,0.85,0.5104477611940299,0.417910447761194,0.6417910447761194,0.22388059701492535
14.0,10000.0,20.0,256.0,2.0,0.85,0.5283582089552239,0.40298507462686567,0.6119402985074627,0.208955223880597
14.0,10000.0,50.0,256.0,2.0,0.85,0.5164179104477612,0.373134328358209,0.6119402985074627,0.2388059701492537
14.0,10000.0,80.0,256.0,2.0,0.85,0.5552238805970149,0.43283582089552236,0.6716417910447762,0.2388059701492538
14.0,10000.0,5.0,256.0,3.0,0.85,0.5014925373134329,0.417910447761194,0.5671641791044776,0.14925373134328357
14.0,10000.0,20.0,256.0,3.0,0.85,0.5343283582089552,0.40298507462686567,0.6268656716417911,0.2238805970149254
14.0,10000.0,50.0,256.0,3.0,0.85,0.5164179104477611,0.373134328358209,0.6417910447761194,0.2686567164179104
14.0,10000.0,80.0,256.0,3.0,0.85,0.5194029850746269,0.3582089552238806,0.6865671641791045,0.3283582089552239
