DateTime,Close,Volume_(BTC),Weighted_Price,neg_pol,neu_pol,pos_pol,compound,dt,Tweet_vol
2018-08-31 10:00:00+00:00,6949.4,1.365888131111111,6948.658255133333,0.002833333333333333,0.9688888888888889,0.028277777777777777,0.08905,2018-08-31 10:36:06.666666496+00:00,18.0
2018-08-31 11:00:00+00:00,6946.06,2.4192720837837838,6949.611523718919,0.0025135135135135136,0.9815405405405405,0.015945945945945946,0.04412162162162162,2018-08-31 11:12:42.162162176+00:00,37.0
2018-08-31 12:00:00+00:00,6963.3,2.9112676676190476,6957.474609019047,0.007833333333333335,0.970952380952381,0.021214285714285717,0.03972380952380953,2018-08-31 12:13:30.000000256+00:00,42.0
2018-08-31 13:00:00+00:00,6900.0,6.1454005458181795,6944.388377994547,0.015218181818181818,0.9618545454545456,0.02290909090909091,0.035187272727272734,2018-08-31 13:15:36+00:00,55.0
2018-08-31 14:00:00+00:00,6927.92,14.02514141105263,6904.897398486843,0.009342105263157896,0.9721315789473685,0.018526315789473682,0.03167368421052632,2018-08-31 14:11:47.368421120+00:00,38.0
2018-08-31 15:00:00+00:00,6906.62,3.789748948378378,6927.565197945945,0.018945945945945945,0.9634864864864865,0.01756756756756757,0.008027027027027026,2018-08-31 15:12:19.459459584+00:00,37.0
2018-08-31 16:00:00+00:00,6946.35,107.05026239972972,6957.3815529081085,0.013216216216216216,0.9688108108108107,0.017972972972972973,0.014194594594594595,2018-08-31 16:10:14.594594816+00:00,37.0
2018-08-31 17:00:00+00:00,6989.4,2.1745738367500005,6959.5253845325005,0.0048000000000000004,0.981475,0.013725000000000001,0.015255,2018-08-31 17:10:21+00:00,40.0
2018-08-31 18:00:00+00:00,7043.84,2.891026295106383,6996.886068614895,0.00897872340425532,0.9708085106382979,0.020212765957446806,0.024900000000000002,2018-08-31 18:13:40.851064064+00:00,47.0
2018-08-31 19:00:00+00:00,7039.9,4.817644110000001,7048.593017648,0.00384,0.9522600000000001,0.043899999999999995,0.110306,2018-08-31 19:13:32.400000+00:00,50.0
2018-08-31 20:00:00+00:00,7035.93,3.1762318488888885,7035.561544384443,0.009622222222222221,0.9730888888888891,0.01728888888888889,0.032384444444444445,2018-08-31 20:12:58.666666752+00:00,45.0
2018-08-31 21:00:00+00:00,7043.46,3.1233732097142854,7041.115885151429,0.002428571428571429,0.9869428571428569,0.010628571428571428,0.025925714285714285,2018-08-31 21:08:51.428571136+00:00,35.0
2018-08-31 22:00:00+00:00,7027.99,0.36518332066666664,7033.656376208889,0.0,0.9753555555555553,0.024644444444444445,0.09125333333333333,2018-08-31 22:13:50.666666496+00:00,45.0
2018-08-31 23:00:00+00:00,7023.71,0.5703679344117647,7020.798781758824,0.003676470588235294,0.9856176470588236,0.010705882352941176,0.018779411764705885,2018-08-31 23:12:05.294117632+00:00,34.0
2018-09-01 00:00:00+00:00,7018.13,2.167076084193549,7026.41587712258,0.003870967741935484,0.9816129032258064,0.014516129032258065,0.028135483870967745,2018-09-01 00:12:01.935483904+00:00,31.0
2018-09-01 01:00:00+00:00,7035.16,1.8105515961538454,7021.186978951283,0.005461538461538461,0.9871282051282052,0.00741025641025641,-0.01053846153846154,2018-09-01 01:08:29.230769152+00:00,39.0
2018-09-01 02:00:00+00:00,7035.75,1.986233681,7044.056830853332,0.004166666666666667,0.9872333333333334,0.0086,0.0051533333333333336,2018-09-01 02:08:35.999999744+00:00,30.0
2018-09-01 03:00:00+00:00,7044.34,2.1471553784375,7035.562503053126,0.00328125,0.9719375,0.02478125,0.05324375,2018-09-01 03:08:31.874999808+00:00,32.0
2018-09-01 04:00:00+00:00,7060.0,0.5136314160000001,7057.9916517,0.0166,0.9642,0.019200000000000002,0.01472,2018-09-01 04:49:12+00:00,5.0
2018-09-01 05:00:00+00:00,7045.14,1.687808315483871,7062.299305935487,0.006709677419354839,0.9709677419354839,0.02232258064516129,0.04099032258064516,2018-09-01 05:05:15.483871488+00:00,31.0
2018-09-01 06:00:00+00:00,7042.34,0.5629047746666668,7054.887433836668,0.005699999999999999,0.9779666666666667,0.01633333333333333,0.02245,2018-09-01 06:07:50+00:00,30.0
2018-09-01 07:00:00+00:00,7048.09,0.1294576151612903,7036.441989990322,0.004806451612903225,0.9703225806451612,0.024870967741935486,0.0649741935483871,2018-09-01 07:09:29.032258048+00:00,31.0
2018-09-01 08:00:00+00:00,7060.08,0.5209986124242424,7049.727673039394,0.005575757575757576,0.9752424242424242,0.019181818181818182,0.03556666666666666,2018-09-01 08:06:07.272727296+00:00,33.0
2018-09-01 09:00:00+00:00,7050.18,0.4409386250000001,7043.02102025,0.0,0.9909642857142857,0.009035714285714286,0.01936785714285714,2018-09-01 09:08:42.857142784+00:00,28.0
2018-09-01 10:00:00+00:00,7060.69,3.579154975,7051.922177264284,0.00969047619047619,0.9760000000000003,0.014309523809523808,0.03260714285714286,2018-09-01 10:08:22.857142784+00:00,42.0
2018-09-01 11:00:00+00:00,7089.29,2.2309666738709675,7061.968451274196,0.007483870967741935,0.9789032258064516,0.013612903225806449,0.0159,2018-09-01 11:07:30.967742464+00:00,31.0
2018-09-01 12:00:00+00:00,7061.06,53.927176726666666,7097.347939657577,0.00709090909090909,0.9836060606060607,0.009303030303030303,0.0073787878787878805,2018-09-01 12:13:41.818181888+00:00,33.0
2018-09-01 13:00:00+00:00,7035.28,3.130233953958333,7044.175869841667,0.008708333333333334,0.9716666666666667,0.019625,0.05140416666666667,2018-09-01 13:15:28.749999872+00:00,48.0
2018-09-01 14:00:00+00:00,7049.87,0.17748094593750002,7034.914107781249,0.0085625,0.97103125,0.02040625,0.005406250000000001,2018-09-01 14:10:48.749999872+00:00,32.0
