lag,batch_size,neurons,layers,split,mean_acc,min_acc,max_acc,diff_acc
3,50,64,2,0.85,0.536231884,0.449275362,0.594202899,0.144927536
3,5,128,3,0.85,0.533333333,0.463768116,0.608695652,0.144927536
3,50,256,1,0.85,0.533333333,0.47826087,0.579710145,0.101449275
3,80,256,3,0.85,0.533333333,0.463768116,0.579710145,0.115942029
3,50,128,1,0.85,0.533333333,0.507246377,0.565217391,0.057971014
14,50,64,3,0.85,0.528358209,0.432835821,0.641791045,0.208955224
3,20,16,2,0.85,0.527536232,0.463768116,0.579710145,0.115942029
3,50,32,2,0.85,0.527536232,0.463768116,0.565217391,0.101449275
14,5,64,1,0.85,0.525373134,0.358208955,0.611940299,0.253731343
3,80,128,3,0.85,0.524637681,0.434782609,0.637681159,0.202898551
3,20,32,1,0.85,0.524637681,0.47826087,0.594202899,0.115942029
3,50,64,1,0.85,0.524637681,0.434782609,0.579710145,0.144927536
3,20,16,3,0.85,0.524637681,0.492753623,0.565217391,0.072463768
3,80,64,2,0.85,0.524637681,0.492753623,0.565217391,0.072463768
7,5,256,3,0.85,0.523529412,0.441176471,0.617647059,0.176470588
14,5,128,2,0.85,0.52238806,0.373134328,0.626865672,0.253731343
14,80,16,1,0.85,0.52238806,0.492537313,0.567164179,0.074626866
3,80,256,1,0.85,0.52173913,0.434782609,0.623188406,0.188405797
3,5,256,1,0.85,0.52173913,0.434782609,0.579710145,0.144927536
3,20,32,3,0.85,0.52173913,0.47826087,0.565217391,0.086956522
14,5,256,3,0.85,0.519402985,0.432835821,0.567164179,0.134328358
3,80,128,1,0.85,0.51884058,0.47826087,0.608695652,0.130434783
3,80,128,2,0.85,0.51884058,0.434782609,0.579710145,0.144927536
3,20,16,1,0.85,0.51884058,0.463768116,0.565217391,0.101449275
7,5,16,3,0.85,0.517647059,0.411764706,0.588235294,0.176470588
14,80,64,3,0.85,0.51641791,0.417910448,0.582089552,0.164179104
1,5,64,2,0.85,0.515942029,0.449275362,0.594202899,0.144927536
3,5,16,1,0.85,0.515942029,0.47826087,0.594202899,0.115942029
3,80,32,2,0.85,0.515942029,0.463768116,0.565217391,0.101449275
3,80,64,1,0.85,0.515942029,0.492753623,0.550724638,0.057971014
14,20,16,1,0.85,0.513432836,0.462686567,0.552238806,0.089552239
1,5,256,2,0.85,0.513043478,0.420289855,0.594202899,0.173913043
1,5,32,2,0.85,0.513043478,0.391304348,0.579710145,0.188405797
1,5,64,1,0.85,0.513043478,0.376811594,0.579710145,0.202898551
1,80,256,2,0.85,0.513043478,0.405797101,0.579710145,0.173913043
3,50,32,1,0.85,0.513043478,0.449275362,0.579710145,0.130434783
1,5,32,1,0.85,0.513043478,0.376811594,0.565217391,0.188405797
1,5,128,1,0.85,0.513043478,0.405797101,0.565217391,0.15942029
7,80,32,2,0.85,0.511764706,0.397058824,0.602941176,0.205882353
7,5,128,1,0.85,0.511764706,0.411764706,0.588235294,0.176470588
14,80,64,2,0.85,0.510447761,0.432835821,0.597014925,0.164179104
14,20,64,3,0.85,0.510447761,0.343283582,0.597014925,0.253731343
3,80,16,2,0.85,0.510144928,0.434782609,0.579710145,0.144927536
3,80,64,3,0.85,0.510144928,0.434782609,0.550724638,0.115942029
3,5,16,3,0.85,0.510144928,0.463768116,0.594202899,0.130434783
3,80,32,3,0.85,0.510144928,0.47826087,0.579710145,0.101449275
3,20,32,2,0.85,0.510144928,0.463768116,0.550724638,0.086956522
7,20,32,2,0.85,0.508823529,0.397058824,0.558823529,0.161764706
14,5,256,1,0.85,0.507462687,0.417910448,0.597014925,0.179104478
14,80,32,1,0.85,0.507462687,0.402985075,0.582089552,0.179104478
14,20,32,3,0.85,0.507462687,0.432835821,0.552238806,0.119402985
14,50,64,2,0.85,0.507462687,0.402985075,0.552238806,0.149253731
1,5,256,3,0.85,0.507246377,0.420289855,0.565217391,0.144927536
1,20,256,2,0.85,0.507246377,0.434782609,0.550724638,0.115942029
3,50,32,3,0.85,0.507246377,0.463768116,0.550724638,0.086956522
7,5,128,2,0.85,0.505882353,0.411764706,0.558823529,0.147058824
7,5,128,3,0.85,0.505882353,0.411764706,0.544117647,0.132352941
14,50,128,3,0.85,0.504477612,0.358208955,0.611940299,0.253731343
14,20,64,2,0.85,0.504477612,0.358208955,0.567164179,0.208955224
1,80,128,3,0.85,0.504347826,0.376811594,0.594202899,0.217391304
7,5,64,1,0.85,0.502941176,0.411764706,0.573529412,0.161764706
7,50,64,3,0.85,0.502941176,0.426470588,0.558823529,0.132352941
14,50,32,1,0.85,0.501492537,0.343283582,0.567164179,0.223880597
14,80,32,2,0.85,0.501492537,0.417910448,0.567164179,0.149253731
14,5,16,1,0.85,0.501492537,0.417910448,0.537313433,0.119402985
1,50,256,2,0.85,0.501449275,0.420289855,0.536231884,0.115942029
1,5,16,1,0.85,0.501449275,0.347826087,0.594202899,0.246376812
1,5,64,3,0.85,0.501449275,0.420289855,0.594202899,0.173913043
1,80,256,3,0.85,0.501449275,0.420289855,0.579710145,0.15942029
1,5,128,2,0.85,0.501449275,0.405797101,0.565217391,0.15942029
1,20,256,3,0.85,0.501449275,0.420289855,0.565217391,0.144927536
1,5,256,1,0.85,0.501449275,0.405797101,0.550724638,0.144927536
7,20,32,3,0.85,0.5,0.382352941,0.558823529,0.176470588
7,80,128,1,0.85,0.5,0.411764706,0.588235294,0.176470588
7,5,64,2,0.85,0.5,0.411764706,0.544117647,0.132352941
3,80,32,1,0.85,0.498550725,0.434782609,0.594202899,0.15942029
1,5,32,3,0.85,0.498550725,0.376811594,0.579710145,0.202898551
3,50,16,1,0.85,0.498550725,0.434782609,0.565217391,0.130434783
1,20,64,2,0.85,0.498550725,0.420289855,0.536231884,0.115942029
1,20,64,3,0.85,0.498550725,0.449275362,0.536231884,0.086956522
14,50,16,3,0.85,0.498507463,0.373134328,0.597014925,0.223880597
14,20,64,1,0.85,0.498507463,0.313432836,0.567164179,0.253731343
14,80,64,1,0.85,0.498507463,0.373134328,0.567164179,0.194029851
14,80,16,2,0.85,0.498507463,0.462686567,0.537313433,0.074626866
7,20,64,3,0.85,0.497058824,0.397058824,0.602941176,0.205882353
7,80,16,3,0.85,0.497058824,0.411764706,0.588235294,0.176470588
7,20,16,1,0.85,0.497058824,0.426470588,0.573529412,0.147058824
7,20,256,1,0.85,0.497058824,0.411764706,0.558823529,0.147058824
7,5,256,1,0.85,0.497058824,0.455882353,0.529411765,0.073529412
3,80,16,1,0.85,0.495652174,0.405797101,0.608695652,0.202898551
1,80,128,1,0.85,0.495652174,0.347826087,0.579710145,0.231884058
1,5,128,3,0.85,0.495652174,0.405797101,0.565217391,0.15942029
14,50,16,1,0.85,0.495522388,0.447761194,0.567164179,0.119402985
14,5,32,1,0.85,0.495522388,0.358208955,0.567164179,0.208955224
14,80,32,3,0.85,0.495522388,0.358208955,0.552238806,0.194029851
7,80,128,3,0.85,0.494117647,0.367647059,0.602941176,0.235294118
7,80,256,3,0.85,0.494117647,0.411764706,0.602941176,0.191176471
7,20,256,2,0.85,0.494117647,0.382352941,0.573529412,0.191176471
7,5,32,2,0.85,0.494117647,0.411764706,0.544117647,0.132352941
7,5,256,2,0.85,0.494117647,0.455882353,0.544117647,0.088235294
1,80,128,2,0.85,0.492753623,0.347826087,0.594202899,0.246376812
1,20,128,2,0.85,0.492753623,0.420289855,0.536231884,0.115942029
1,20,256,1,0.85,0.492753623,0.391304348,0.536231884,0.144927536
3,50,16,2,0.85,0.492753623,0.434782609,0.536231884,0.101449275
14,20,128,3,0.85,0.492537313,0.388059701,0.582089552,0.194029851
14,80,256,2,0.85,0.492537313,0.343283582,0.582089552,0.23880597
14,80,128,1,0.85,0.492537313,0.343283582,0.552238806,0.208955224
14,5,16,2,0.85,0.492537313,0.388059701,0.537313433,0.149253731
7,20,128,1,0.85,0.491176471,0.411764706,0.558823529,0.147058824
1,80,256,1,0.85,0.489855072,0.347826087,0.579710145,0.231884058
1,50,128,3,0.85,0.489855072,0.405797101,0.565217391,0.15942029
1,20,128,1,0.85,0.489855072,0.362318841,0.550724638,0.188405797
1,20,128,3,0.85,0.489855072,0.434782609,0.550724638,0.115942029
1,50,256,3,0.85,0.489855072,0.405797101,0.550724638,0.144927536
14,50,32,3,0.85,0.489552239,0.343283582,0.567164179,0.223880597
14,20,256,3,0.85,0.489552239,0.402985075,0.567164179,0.164179104
14,20,16,2,0.85,0.489552239,0.432835821,0.552238806,0.119402985
14,20,16,3,0.85,0.489552239,0.373134328,0.552238806,0.179104478
7,80,64,2,0.85,0.488235294,0.397058824,0.617647059,0.220588235
7,80,256,1,0.85,0.488235294,0.397058824,0.588235294,0.191176471
7,20,32,1,0.85,0.488235294,0.382352941,0.573529412,0.191176471
7,80,64,1,0.85,0.488235294,0.411764706,0.573529412,0.161764706
7,20,16,2,0.85,0.488235294,0.367647059,0.558823529,0.191176471
7,20,16,3,0.85,0.488235294,0.367647059,0.558823529,0.191176471
7,20,256,3,0.85,0.488235294,0.426470588,0.514705882,0.088235294
1,80,16,1,0.85,0.486956522,0.347826087,0.565217391,0.217391304
1,20,64,1,0.85,0.486956522,0.347826087,0.550724638,0.202898551
14,50,32,2,0.85,0.486567164,0.373134328,0.582089552,0.208955224
14,5,64,2,0.85,0.486567164,0.388059701,0.567164179,0.179104478
14,20,32,2,0.85,0.486567164,0.373134328,0.552238806,0.179104478
14,50,128,1,0.85,0.486567164,0.358208955,0.552238806,0.194029851
14,50,64,1,0.85,0.486567164,0.402985075,0.537313433,0.134328358
14,80,256,1,0.85,0.486567164,0.358208955,0.537313433,0.179104478
7,80,128,2,0.85,0.485294118,0.397058824,0.573529412,0.176470588
7,5,32,1,0.85,0.485294118,0.397058824,0.558823529,0.161764706
7,20,64,1,0.85,0.485294118,0.411764706,0.558823529,0.147058824
7,50,64,1,0.85,0.485294118,0.397058824,0.558823529,0.161764706
7,50,128,2,0.85,0.485294118,0.426470588,0.558823529,0.132352941
7,50,64,2,0.85,0.485294118,0.411764706,0.544117647,0.132352941
7,5,64,3,0.85,0.485294118,0.426470588,0.529411765,0.102941176
1,80,64,1,0.85,0.484057971,0.347826087,0.550724638,0.202898551
14,80,256,3,0.85,0.48358209,0.328358209,0.567164179,0.23880597
14,80,128,2,0.85,0.48358209,0.328358209,0.552238806,0.223880597
14,20,256,2,0.85,0.48358209,0.358208955,0.552238806,0.194029851
14,80,16,3,0.85,0.48358209,0.417910448,0.537313433,0.119402985
14,20,32,1,0.85,0.48358209,0.343283582,0.537313433,0.194029851
14,50,256,1,0.85,0.48358209,0.388059701,0.537313433,0.149253731
7,80,64,3,0.85,0.482352941,0.367647059,0.573529412,0.205882353
7,5,16,1,0.85,0.482352941,0.397058824,0.544117647,0.147058824
7,5,32,3,0.85,0.482352941,0.397058824,0.544117647,0.147058824
7,20,64,2,0.85,0.482352941,0.367647059,0.544117647,0.176470588
1,80,32,3,0.85,0.48115942,0.347826087,0.579710145,0.231884058
1,80,64,2,0.85,0.48115942,0.347826087,0.579710145,0.231884058
1,50,256,1,0.85,0.48115942,0.376811594,0.536231884,0.15942029
14,50,16,2,0.85,0.480597015,0.402985075,0.567164179,0.164179104
14,5,64,3,0.85,0.480597015,0.313432836,0.567164179,0.253731343
7,50,128,1,0.85,0.479411765,0.411764706,0.544117647,0.132352941
1,5,16,3,0.85,0.47826087,0.362318841,0.579710145,0.217391304
1,20,16,1,0.85,0.47826087,0.347826087,0.550724638,0.202898551
1,5,16,2,0.85,0.47826087,0.347826087,0.550724638,0.202898551
1,20,32,1,0.85,0.47826087,0.347826087,0.536231884,0.188405797
14,5,128,1,0.85,0.47761194,0.328358209,0.552238806,0.223880597
14,50,256,2,0.85,0.47761194,0.388059701,0.552238806,0.164179104
14,5,16,3,0.85,0.47761194,0.373134328,0.537313433,0.164179104
14,5,256,2,0.85,0.47761194,0.432835821,0.507462687,0.074626866
7,50,32,3,0.85,0.476470588,0.397058824,0.558823529,0.161764706
7,20,128,2,0.85,0.476470588,0.397058824,0.558823529,0.161764706
7,50,256,1,0.85,0.476470588,0.397058824,0.558823529,0.161764706
7,5,16,2,0.85,0.476470588,0.397058824,0.544117647,0.147058824
7,50,128,3,0.85,0.476470588,0.382352941,0.529411765,0.147058824
1,20,32,2,0.85,0.475362319,0.362318841,0.536231884,0.173913043
1,50,128,2,0.85,0.475362319,0.362318841,0.536231884,0.173913043
1,50,128,1,0.85,0.475362319,0.376811594,0.52173913,0.144927536
3,80,16,3,0.85,0.475362319,0.434782609,0.492753623,0.057971014
7,80,32,1,0.85,0.473529412,0.411764706,0.544117647,0.132352941
1,50,16,1,0.85,0.472463768,0.347826087,0.536231884,0.188405797
1,50,32,1,0.85,0.472463768,0.347826087,0.536231884,0.188405797
1,50,64,1,0.85,0.472463768,0.347826087,0.536231884,0.188405797
1,80,64,3,0.85,0.472463768,0.347826087,0.536231884,0.188405797
14,5,128,3,0.85,0.471641791,0.358208955,0.537313433,0.179104478
14,5,32,2,0.85,0.471641791,0.328358209,0.52238806,0.194029851
7,50,32,2,0.85,0.470588235,0.352941176,0.558823529,0.205882353
7,80,16,2,0.85,0.470588235,0.382352941,0.544117647,0.161764706
7,80,32,3,0.85,0.470588235,0.397058824,0.544117647,0.147058824
1,80,32,1,0.85,0.469565217,0.347826087,0.52173913,0.173913043
1,50,64,2,0.85,0.469565217,0.376811594,0.52173913,0.144927536
7,20,128,3,0.85,0.467647059,0.382352941,0.588235294,0.205882353
7,50,16,1,0.85,0.467647059,0.426470588,0.558823529,0.132352941
1,20,16,2,0.85,0.466666667,0.347826087,0.52173913,0.173913043
1,50,16,2,0.85,0.466666667,0.347826087,0.52173913,0.173913043
1,80,16,2,0.85,0.466666667,0.347826087,0.52173913,0.173913043
1,50,16,3,0.85,0.466666667,0.347826087,0.52173913,0.173913043
1,20,32,3,0.85,0.466666667,0.362318841,0.52173913,0.15942029
1,50,64,3,0.85,0.466666667,0.347826087,0.52173913,0.173913043
14,80,128,3,0.85,0.465671642,0.328358209,0.611940299,0.28358209
14,50,256,3,0.85,0.465671642,0.343283582,0.582089552,0.23880597
14,20,128,2,0.85,0.465671642,0.358208955,0.552238806,0.194029851
14,5,32,3,0.85,0.465671642,0.358208955,0.52238806,0.164179104
7,80,256,2,0.85,0.464705882,0.382352941,0.558823529,0.176470588
7,50,256,3,0.85,0.464705882,0.411764706,0.529411765,0.117647059
7,50,256,2,0.85,0.464705882,0.382352941,0.514705882,0.132352941
7,80,16,1,0.85,0.464705882,0.426470588,0.485294118,0.058823529
1,50,32,2,0.85,0.463768116,0.347826087,0.52173913,0.173913043
1,50,32,3,0.85,0.463768116,0.347826087,0.52173913,0.173913043
3,50,16,3,0.85,0.463768116,0.420289855,0.507246377,0.086956522
1,20,16,3,0.85,0.460869565,0.347826087,0.52173913,0.173913043
1,80,16,3,0.85,0.460869565,0.347826087,0.52173913,0.173913043
1,80,32,2,0.85,0.460869565,0.347826087,0.52173913,0.173913043
14,50,128,2,0.85,0.459701493,0.358208955,0.52238806,0.164179104
14,20,128,1,0.85,0.456716418,0.358208955,0.507462687,0.149253731
14,20,256,1,0.85,0.453731343,0.328358209,0.52238806,0.194029851
7,50,32,1,0.85,0.452941176,0.382352941,0.544117647,0.161764706
7,50,16,2,0.85,0.447058824,0.397058824,0.485294118,0.088235294
7,50,16,3,0.85,0.447058824,0.352941176,0.485294118,0.132352941
