lag,batch_size,neurons,layers,split,mean_acc,min_acc,max_acc,diff_acc
14,80,32,2,0.85,0.542424242,0.409090909,0.606060606,0.196969697
14,20,32,3,0.85,0.542424242,0.46969697,0.606060606,0.136363636
14,20,128,3,0.85,0.542424242,0.454545455,0.606060606,0.151515152
14,80,128,3,0.85,0.542424242,0.484848485,0.606060606,0.121212121
14,50,256,2,0.85,0.542424242,0.46969697,0.590909091,0.121212121
7,50,128,2,0.85,0.540298507,0.432835821,0.582089552,0.149253731
7,50,64,3,0.85,0.540298507,0.52238806,0.582089552,0.059701493
14,50,64,3,0.85,0.539393939,0.439393939,0.621212121,0.181818182
14,20,32,2,0.85,0.539393939,0.5,0.575757576,0.075757576
14,20,128,2,0.85,0.539393939,0.5,0.575757576,0.075757576
3,80,64,1,0.85,0.538235294,0.426470588,0.602941176,0.176470588
3,5,64,3,0.85,0.538235294,0.426470588,0.602941176,0.176470588
7,5,128,1,0.85,0.537313433,0.47761194,0.641791045,0.164179104
7,5,128,2,0.85,0.537313433,0.447761194,0.611940299,0.164179104
7,50,128,3,0.85,0.537313433,0.47761194,0.582089552,0.104477612
14,50,16,1,0.85,0.536363636,0.484848485,0.590909091,0.106060606
3,80,64,3,0.85,0.535294118,0.426470588,0.617647059,0.191176471
3,50,128,1,0.85,0.535294118,0.455882353,0.588235294,0.132352941
3,50,64,1,0.85,0.535294118,0.470588235,0.588235294,0.117647059
7,50,128,1,0.85,0.534328358,0.447761194,0.582089552,0.134328358
7,20,64,3,0.85,0.534328358,0.447761194,0.567164179,0.119402985
14,80,256,3,0.85,0.533333333,0.46969697,0.606060606,0.136363636
14,5,32,1,0.85,0.533333333,0.515151515,0.560606061,0.045454545
3,5,64,1,0.85,0.532352941,0.455882353,0.602941176,0.147058824
7,5,64,2,0.85,0.531343284,0.47761194,0.611940299,0.134328358
7,50,64,1,0.85,0.531343284,0.462686567,0.597014925,0.134328358
7,50,256,1,0.85,0.531343284,0.507462687,0.582089552,0.074626866
7,5,64,3,0.85,0.531343284,0.47761194,0.582089552,0.104477612
7,50,16,2,0.85,0.531343284,0.492537313,0.552238806,0.059701493
14,80,16,2,0.85,0.53030303,0.454545455,0.590909091,0.136363636
14,5,128,1,0.85,0.53030303,0.484848485,0.575757576,0.090909091
14,80,16,1,0.85,0.53030303,0.484848485,0.560606061,0.075757576
14,80,256,1,0.85,0.53030303,0.5,0.545454545,0.045454545
3,50,64,2,0.85,0.529411765,0.455882353,0.558823529,0.102941176
14,50,128,3,0.85,0.527272727,0.46969697,0.606060606,0.136363636
14,20,64,1,0.85,0.527272727,0.454545455,0.606060606,0.151515152
14,20,64,3,0.85,0.527272727,0.454545455,0.606060606,0.151515152
3,5,16,2,0.85,0.526470588,0.411764706,0.602941176,0.191176471
3,5,32,3,0.85,0.526470588,0.397058824,0.588235294,0.191176471
3,50,32,3,0.85,0.526470588,0.5,0.573529412,0.073529412
7,5,256,1,0.85,0.525373134,0.432835821,0.597014925,0.164179104
3,50,256,2,0.85,0.523529412,0.441176471,0.573529412,0.132352941
3,50,256,3,0.85,0.523529412,0.455882353,0.558823529,0.102941176
3,20,128,1,0.85,0.523529412,0.426470588,0.588235294,0.161764706
7,5,16,3,0.85,0.52238806,0.47761194,0.582089552,0.104477612
7,20,16,2,0.85,0.52238806,0.47761194,0.567164179,0.089552239
7,80,32,3,0.85,0.52238806,0.507462687,0.552238806,0.044776119
14,5,64,1,0.85,0.521212121,0.439393939,0.606060606,0.166666667
3,20,32,2,0.85,0.520588235,0.426470588,0.602941176,0.176470588
3,20,64,2,0.85,0.520588235,0.441176471,0.544117647,0.102941176
7,5,256,3,0.85,0.519402985,0.47761194,0.582089552,0.104477612
7,20,16,3,0.85,0.519402985,0.47761194,0.582089552,0.104477612
7,5,16,2,0.85,0.519402985,0.462686567,0.567164179,0.104477612
7,50,16,3,0.85,0.519402985,0.447761194,0.552238806,0.104477612
14,20,16,3,0.85,0.518181818,0.409090909,0.606060606,0.196969697
14,5,32,3,0.85,0.518181818,0.46969697,0.590909091,0.121212121
14,50,32,3,0.85,0.518181818,0.424242424,0.590909091,0.166666667
14,50,256,3,0.85,0.518181818,0.454545455,0.590909091,0.136363636
14,20,256,3,0.85,0.518181818,0.46969697,0.575757576,0.106060606
14,5,256,2,0.85,0.518181818,0.46969697,0.560606061,0.090909091
14,5,16,1,0.85,0.518181818,0.484848485,0.560606061,0.075757576
14,50,16,2,0.85,0.518181818,0.46969697,0.560606061,0.090909091
14,5,32,2,0.85,0.518181818,0.484848485,0.53030303,0.045454545
3,20,256,1,0.85,0.517647059,0.367647059,0.588235294,0.220588235
3,80,64,2,0.85,0.517647059,0.397058824,0.573529412,0.176470588
7,20,256,3,0.85,0.51641791,0.447761194,0.626865672,0.179104478
7,5,32,3,0.85,0.51641791,0.47761194,0.537313433,0.059701493
14,5,16,2,0.85,0.515151515,0.424242424,0.590909091,0.166666667
3,80,32,3,0.85,0.514705882,0.426470588,0.602941176,0.176470588
1,50,256,2,0.85,0.514705882,0.455882353,0.588235294,0.132352941
3,5,128,1,0.85,0.514705882,0.382352941,0.588235294,0.205882353
3,80,128,3,0.85,0.514705882,0.397058824,0.588235294,0.191176471
3,5,256,1,0.85,0.514705882,0.426470588,0.588235294,0.161764706
3,20,32,1,0.85,0.514705882,0.441176471,0.558823529,0.117647059
7,80,16,1,0.85,0.513432836,0.417910448,0.671641791,0.253731343
7,80,16,3,0.85,0.513432836,0.462686567,0.597014925,0.134328358
14,5,256,3,0.85,0.512121212,0.454545455,0.575757576,0.121212121
14,5,16,3,0.85,0.512121212,0.454545455,0.575757576,0.121212121
14,5,64,3,0.85,0.512121212,0.454545455,0.560606061,0.106060606
1,50,256,1,0.85,0.511764706,0.470588235,0.588235294,0.117647059
3,80,256,3,0.85,0.511764706,0.367647059,0.573529412,0.205882353
1,50,256,3,0.85,0.511764706,0.441176471,0.602941176,0.161764706
3,5,32,1,0.85,0.511764706,0.367647059,0.602941176,0.235294118
3,50,128,2,0.85,0.511764706,0.426470588,0.573529412,0.147058824
3,50,256,1,0.85,0.511764706,0.397058824,0.573529412,0.176470588
3,50,16,1,0.85,0.511764706,0.426470588,0.573529412,0.147058824
3,20,64,1,0.85,0.511764706,0.470588235,0.558823529,0.088235294
3,50,32,2,0.85,0.511764706,0.441176471,0.529411765,0.088235294
14,5,64,2,0.85,0.509090909,0.454545455,0.545454545,0.090909091
3,5,256,3,0.85,0.508823529,0.411764706,0.647058824,0.235294118
3,50,64,3,0.85,0.508823529,0.441176471,0.602941176,0.161764706
1,5,128,2,0.85,0.508823529,0.441176471,0.588235294,0.147058824
1,80,32,2,0.85,0.508823529,0.441176471,0.573529412,0.132352941
3,80,128,2,0.85,0.508823529,0.352941176,0.558823529,0.205882353
3,20,16,3,0.85,0.508823529,0.411764706,0.558823529,0.147058824
1,20,256,3,0.85,0.508823529,0.441176471,0.544117647,0.102941176
1,80,256,3,0.85,0.508823529,0.470588235,0.544117647,0.073529412
1,20,256,2,0.85,0.508823529,0.470588235,0.529411765,0.058823529
14,5,256,1,0.85,0.506060606,0.439393939,0.590909091,0.151515152
14,20,16,2,0.85,0.506060606,0.46969697,0.575757576,0.106060606
14,20,256,2,0.85,0.506060606,0.484848485,0.545454545,0.060606061
14,5,128,2,0.85,0.506060606,0.484848485,0.515151515,0.03030303
3,50,32,1,0.85,0.505882353,0.441176471,0.617647059,0.176470588
3,5,32,2,0.85,0.505882353,0.367647059,0.588235294,0.220588235
1,5,16,2,0.85,0.505882353,0.411764706,0.573529412,0.161764706
1,5,16,3,0.85,0.505882353,0.441176471,0.544117647,0.102941176
1,80,256,2,0.85,0.502941176,0.441176471,0.617647059,0.176470588
1,5,64,1,0.85,0.502941176,0.441176471,0.602941176,0.161764706
3,80,32,2,0.85,0.502941176,0.397058824,0.573529412,0.176470588
1,5,64,2,0.85,0.502941176,0.441176471,0.573529412,0.132352941
1,20,32,1,0.85,0.502941176,0.441176471,0.558823529,0.117647059
3,20,128,3,0.85,0.502941176,0.397058824,0.558823529,0.161764706
3,50,128,3,0.85,0.502941176,0.382352941,0.558823529,0.176470588
3,80,16,3,0.85,0.502941176,0.455882353,0.558823529,0.102941176
1,5,256,2,0.85,0.5,0.397058824,0.602941176,0.205882353
14,80,32,3,0.85,0.5,0.409090909,0.590909091,0.181818182
3,20,256,3,0.85,0.5,0.441176471,0.588235294,0.147058824
3,80,128,1,0.85,0.5,0.352941176,0.573529412,0.220588235
3,80,256,2,0.85,0.5,0.323529412,0.573529412,0.25
3,20,16,2,0.85,0.5,0.367647059,0.573529412,0.205882353
1,50,128,3,0.85,0.5,0.470588235,0.558823529,0.088235294
1,20,16,2,0.85,0.5,0.441176471,0.558823529,0.117647059
7,50,256,3,0.85,0.498507463,0.462686567,0.552238806,0.089552239
3,5,64,2,0.85,0.497058824,0.382352941,0.602941176,0.220588235
1,50,128,2,0.85,0.497058824,0.455882353,0.588235294,0.132352941
3,20,16,1,0.85,0.497058824,0.382352941,0.588235294,0.205882353
3,80,32,1,0.85,0.497058824,0.397058824,0.573529412,0.176470588
3,20,128,2,0.85,0.497058824,0.382352941,0.558823529,0.176470588
3,5,16,1,0.85,0.497058824,0.397058824,0.558823529,0.161764706
3,50,16,2,0.85,0.497058824,0.411764706,0.558823529,0.147058824
3,80,16,2,0.85,0.497058824,0.455882353,0.558823529,0.102941176
3,20,64,3,0.85,0.497058824,0.441176471,0.558823529,0.117647059
1,80,32,1,0.85,0.497058824,0.441176471,0.529411765,0.088235294
1,50,32,2,0.85,0.497058824,0.441176471,0.529411765,0.088235294
1,50,16,2,0.85,0.497058824,0.455882353,0.529411765,0.073529412
1,5,128,1,0.85,0.494117647,0.411764706,0.588235294,0.176470588
1,5,128,3,0.85,0.494117647,0.411764706,0.588235294,0.176470588
1,50,64,2,0.85,0.494117647,0.470588235,0.573529412,0.102941176
3,50,16,3,0.85,0.494117647,0.411764706,0.573529412,0.161764706
1,5,32,3,0.85,0.491176471,0.411764706,0.558823529,0.147058824
1,5,256,3,0.85,0.491176471,0.397058824,0.544117647,0.147058824
1,20,64,3,0.85,0.491176471,0.455882353,0.544117647,0.088235294
1,50,32,1,0.85,0.491176471,0.441176471,0.529411765,0.088235294
1,50,32,3,0.85,0.491176471,0.426470588,0.529411765,0.102941176
3,80,256,1,0.85,0.491176471,0.367647059,0.529411765,0.161764706
1,50,16,1,0.85,0.491176471,0.441176471,0.529411765,0.088235294
1,80,16,2,0.85,0.491176471,0.441176471,0.529411765,0.088235294
1,5,256,1,0.85,0.488235294,0.411764706,0.602941176,0.191176471
1,50,128,1,0.85,0.488235294,0.426470588,0.588235294,0.161764706
3,20,32,3,0.85,0.488235294,0.352941176,0.588235294,0.235294118
1,80,64,3,0.85,0.488235294,0.441176471,0.573529412,0.132352941
1,5,32,1,0.85,0.488235294,0.397058824,0.558823529,0.161764706
1,20,256,1,0.85,0.488235294,0.411764706,0.558823529,0.147058824
1,80,32,3,0.85,0.488235294,0.441176471,0.544117647,0.102941176
1,20,16,3,0.85,0.488235294,0.426470588,0.544117647,0.117647059
3,5,16,3,0.85,0.488235294,0.397058824,0.544117647,0.147058824
1,20,32,2,0.85,0.488235294,0.441176471,0.529411765,0.088235294
1,80,128,3,0.85,0.488235294,0.441176471,0.529411765,0.088235294
1,50,16,3,0.85,0.488235294,0.411764706,0.529411765,0.117647059
1,50,64,1,0.85,0.488235294,0.426470588,0.529411765,0.102941176
14,80,16,3,0.85,0.487878788,0.378787879,0.560606061,0.181818182
1,80,64,2,0.85,0.485294118,0.426470588,0.558823529,0.132352941
1,5,64,3,0.85,0.485294118,0.397058824,0.558823529,0.161764706
1,80,16,3,0.85,0.485294118,0.441176471,0.529411765,0.088235294
1,20,128,2,0.85,0.485294118,0.455882353,0.514705882,0.058823529
3,5,128,3,0.85,0.482352941,0.397058824,0.573529412,0.176470588
1,20,128,1,0.85,0.482352941,0.397058824,0.544117647,0.147058824
3,5,128,2,0.85,0.482352941,0.397058824,0.544117647,0.147058824
1,80,16,1,0.85,0.482352941,0.441176471,0.529411765,0.088235294
1,50,64,3,0.85,0.482352941,0.455882353,0.529411765,0.073529412
1,80,256,1,0.85,0.479411765,0.411764706,0.573529412,0.161764706
1,20,16,1,0.85,0.479411765,0.426470588,0.544117647,0.117647059
1,80,128,1,0.85,0.479411765,0.441176471,0.514705882,0.073529412
1,80,128,2,0.85,0.479411765,0.411764706,0.514705882,0.102941176
14,50,16,3,0.85,0.478787879,0.378787879,0.560606061,0.181818182
3,5,256,2,0.85,0.476470588,0.382352941,0.544117647,0.161764706
1,5,16,1,0.85,0.476470588,0.411764706,0.544117647,0.132352941
1,20,32,3,0.85,0.476470588,0.441176471,0.514705882,0.073529412
1,20,128,3,0.85,0.476470588,0.426470588,0.514705882,0.088235294
3,80,16,1,0.85,0.473529412,0.397058824,0.573529412,0.176470588
1,20,64,1,0.85,0.473529412,0.397058824,0.529411765,0.132352941
1,5,32,2,0.85,0.470588235,0.397058824,0.544117647,0.147058824
1,20,64,2,0.85,0.470588235,0.397058824,0.529411765,0.132352941
3,20,256,2,0.85,0.467647059,0.323529412,0.573529412,0.25
14,5,128,3,0.85,0.457575758,0.393939394,0.515151515,0.121212121
1,80,64,1,0.85,0.455882353,0.411764706,0.5,0.088235294
