lag,epochs,batch_size,neurons,layers,split,accuracy,f1-0,f1-1,f1-2,f1-3,f1-4,f1-5,f1-6,f1-7,f1-8,f1-9,diff_acc,max_acc,mean_acc,min_acc,total_f1
3,10000,50,256,2,0.85,,0,0,0,0.1,0.432271384,0.500767862,0,0,0,0,0.117647059,0.514705882,0.447058824,0.397058824,1.033039246
14,10000,50,64,3,0.85,,0,0,0,0.05,0.443226937,0.533617099,0,0,0,0,0.166666667,0.53030303,0.457575758,0.363636364,1.026844037
7,10000,5,64,1,0.85,,0,0,0,0,0.447683386,0.477720659,0.1,0,0,0,0.119402985,0.507462687,0.447761194,0.388059701,1.025404045
14,10000,20,16,3,0.85,,0,0,0,0.19047619,0.231981979,0.602424026,0,0,0,0,0.075757576,0.5,0.466666667,0.424242424,1.024882196
3,10000,80,256,2,0.85,,0,0,0,0.18,0.322008316,0.521928718,0,0,0,0,0.191176471,0.514705882,0.435294118,0.323529412,1.023937035
7,10000,20,64,1,0.85,,0,0,0,0.133333333,0.364734807,0.525698663,0,0,0,0,0.164179104,0.52238806,0.432835821,0.358208955,1.023766804
14,10000,50,64,1,0.85,,0,0,0,0.177777778,0.311978512,0.532681943,0,0,0,0,0.151515152,0.515151515,0.427272727,0.363636364,1.022438233
3,10000,20,256,3,0.85,,0,0,0,0.18,0.315608255,0.524543897,0,0,0,0,0.132352941,0.485294118,0.432352941,0.352941176,1.020152152
14,10000,80,128,2,0.85,,0,0,0,0.173333333,0.32228317,0.523216891,0,0,0,0,0.181818182,0.560606061,0.436363636,0.378787879,1.018833394
7,10000,5,64,2,0.85,,0,0,0,0.05,0.349200262,0.508602672,0.1,0,0,0,0.089552239,0.47761194,0.426865672,0.388059701,1.007802934
14,10000,20,128,2,0.85,,0,0,0,0.05,0.345271361,0.510594706,0.1,0,0,0,0.136363636,0.5,0.421212121,0.363636364,1.005866067
14,10000,20,16,1,0.85,,0,0,0,0.08,0.380962631,0.539926881,0,0,0,0,0.136363636,0.515151515,0.448484848,0.378787879,1.000889513
7,10000,80,64,3,0.85,,0,0,0,0.066666667,0.4238855,0.510306134,0,0,0,0,0.134328358,0.507462687,0.441791045,0.373134328,1.0008583
3,10000,80,128,2,0.85,,0,0,0,0.213333333,0.248463229,0.534824798,0,0,0,0,0.176470588,0.485294118,0.423529412,0.308823529,0.99662136
14,10000,50,128,1,0.85,,0,0,0,0.05,0.405129199,0.54127205,0,0,0,0,0.151515152,0.53030303,0.457575758,0.378787879,0.996401249
14,10000,80,256,3,0.85,,0,0,0,0.133333333,0.356715123,0.503147152,0,0,0,0,0.196969697,0.575757576,0.427272727,0.378787879,0.993195608
7,10000,5,256,1,0.85,,0,0,0,0,0.379520509,0.501882101,0.1,0,0,0,0.089552239,0.47761194,0.441791045,0.388059701,0.98140261
14,10000,20,64,3,0.85,,0,0,0,0.066666667,0.379174321,0.533902532,0,0,0,0,0.166666667,0.53030303,0.436363636,0.363636364,0.97974352
3,10000,80,128,3,0.85,,0,0,0,0.2,0.204864976,0.569186717,0,0,0,0,0.073529412,0.470588235,0.45,0.397058824,0.974051693
7,10000,20,128,3,0.85,,0,0,0,0,0.481478283,0.488603459,0,0,0,0,0.089552239,0.507462687,0.450746269,0.417910448,0.970081742
3,10000,80,256,1,0.85,,0,0,0,0.133333333,0.302993697,0.5321898,0,0,0,0,0.102941176,0.485294118,0.441176471,0.382352941,0.968516831
14,10000,5,16,3,0.85,,0,0,0,0.133333333,0.283317384,0.544858274,0,0,0,0,0.121212121,0.515151515,0.439393939,0.393939394,0.961508992
7,10000,80,256,3,0.85,,0,0,0,0,0.437990826,0.518827861,0,0,0,0,0.179104478,0.567164179,0.450746269,0.388059701,0.956818688
3,10000,80,256,3,0.85,,0,0,0,0.1,0.341414991,0.512719699,0,0,0,0,0.102941176,0.485294118,0.438235294,0.382352941,0.95413469
14,10000,80,32,1,0.85,,0,0,0,0.124444444,0.234745031,0.592889506,0,0,0,0,0.075757576,0.5,0.454545455,0.424242424,0.952078981
14,10000,20,256,2,0.85,,0,0,0,0,0.407379845,0.540531815,0,0,0,0,0.121212121,0.515151515,0.451515152,0.393939394,0.94791166
14,10000,50,256,2,0.85,,0,0,0,0.04,0.408014652,0.499606119,0,0,0,0,0.151515152,0.53030303,0.439393939,0.378787879,0.947620771
3,10000,50,32,2,0.85,,0,0,0,0,0.421538252,0.525350236,0,0,0,0,0.117647059,0.5,0.452941176,0.382352941,0.946888487
14,10000,5,16,1,0.85,,0,0,0,0,0.391121406,0.553390091,0,0,0,0,0.196969697,0.590909091,0.463636364,0.393939394,0.944511496
14,10000,20,16,2,0.85,,0,0,0,0.066666667,0.339131326,0.536011926,0,0,0,0,0.121212121,0.5,0.436363636,0.378787879,0.941809919
3,10000,80,16,1,0.85,,0,0,0,0.213333333,0.157117967,0.570140151,0,0,0,0,0.147058824,0.470588235,0.426470588,0.323529412,0.940591451
7,10000,20,64,2,0.85,,0,0,0,0,0.414415337,0.525054945,0,0,0,0,0.164179104,0.552238806,0.441791045,0.388059701,0.939470282
7,10000,50,64,3,0.85,,0,0,0,0,0.424107061,0.512387932,0,0,0,0,0.149253731,0.52238806,0.444776119,0.373134328,0.936494993
3,10000,50,128,1,0.85,,0,0,0,0,0.424650904,0.511509369,0,0,0,0,0.088235294,0.485294118,0.447058824,0.397058824,0.936160273
7,10000,80,256,2,0.85,,0,0,0,0,0.432948641,0.503000206,0,0,0,0,0.179104478,0.537313433,0.444776119,0.358208955,0.935948847
7,10000,20,256,1,0.85,,0,0,0,0,0.399858683,0.535367214,0,0,0,0,0.164179104,0.52238806,0.450746269,0.358208955,0.935225897
3,10000,5,16,1,0.85,,0,0,0,0.133333333,0.218144317,0.583608102,0,0,0,0,0.044117647,0.470588235,0.45,0.426470588,0.935085753
14,10000,50,256,1,0.85,,0,0,0,0.04,0.365061459,0.528176299,0,0,0,0,0.106060606,0.484848485,0.43030303,0.378787879,0.933237758
3,10000,50,64,2,0.85,,0,0,0,0,0.405141782,0.525936262,0,0,0,0,0.102941176,0.514705882,0.455882353,0.411764706,0.931078044
7,10000,80,256,1,0.85,,0,0,0,0,0.41192857,0.515964234,0,0,0,0,0.164179104,0.52238806,0.456716418,0.358208955,0.927892804
3,10000,5,256,2,0.85,,0,0,0,0,0.355146063,0.571861789,0,0,0,0,0.102941176,0.558823529,0.482352941,0.455882353,0.927007851
3,10000,50,128,3,0.85,,0,0,0,0,0.42654341,0.499443533,0,0,0,0,0.117647059,0.485294118,0.441176471,0.367647059,0.925986943
14,10000,5,64,3,0.85,,0,0,0,0,0.340598291,0.585053205,0,0,0,0,0.121212121,0.560606061,0.481818182,0.439393939,0.925651495
3,10000,50,16,1,0.85,,0,0,0,0,0.418014943,0.505661784,0,0,0,0,0.161764706,0.529411765,0.444117647,0.367647059,0.923676727
7,10000,5,64,3,0.85,,0,0,0,0,0.337581558,0.48521123,0.1,0,0,0,0.089552239,0.447761194,0.402985075,0.358208955,0.922792787
7,10000,5,128,2,0.85,,0,0,0,0.044444444,0.421563921,0.456132958,0,0,0,0,0.059701493,0.447761194,0.420895522,0.388059701,0.922141324
7,10000,5,16,1,0.85,,0,0,0,0.08,0.328637385,0.512124404,0,0,0,0,0.164179104,0.492537313,0.429850746,0.328358209,0.920761789
7,10000,5,32,2,0.85,,0,0,0,0.066666667,0.384933596,0.469138594,0,0,0,0,0.119402985,0.47761194,0.411940299,0.358208955,0.920738856
3,10000,50,32,1,0.85,,0,0,0,0,0.413262664,0.505993049,0,0,0,0,0.117647059,0.485294118,0.45,0.367647059,0.919255713
7,10000,5,16,2,0.85,,0,0,0,0,0.38273578,0.533260666,0,0,0,0,0.134328358,0.52238806,0.441791045,0.388059701,0.915996446
3,10000,50,32,3,0.85,,0,0,0,0,0.427907105,0.487380587,0,0,0,0,0.102941176,0.5,0.444117647,0.397058824,0.915287691
3,10000,5,64,1,0.85,,0,0,0,0.133333333,0.213455416,0.565264957,0,0,0,0,0.058823529,0.470588235,0.447058824,0.411764706,0.912053707
3,10000,50,64,3,0.85,,0,0,0,0,0.434050763,0.477746247,0,0,0,0,0.191176471,0.529411765,0.432352941,0.338235294,0.911797009
14,10000,5,32,2,0.85,,0,0,0,0,0.345124501,0.56586896,0,0,0,0,0.121212121,0.53030303,0.457575758,0.409090909,0.910993461
7,10000,50,64,2,0.85,,0,0,0,0,0.408761335,0.501020976,0,0,0,0,0.149253731,0.52238806,0.435820896,0.373134328,0.90978231
3,10000,50,16,2,0.85,,0,0,0,0,0.436588694,0.471819023,0,0,0,0,0.088235294,0.470588235,0.432352941,0.382352941,0.908407717
3,10000,80,64,1,0.85,,0,0,0,0.133333333,0.256125023,0.518730899,0,0,0,0,0.102941176,0.470588235,0.423529412,0.367647059,0.908189255
7,10000,5,16,3,0.85,,0,0,0,0.05,0.326747072,0.531409274,0,0,0,0,0.164179104,0.492537313,0.429850746,0.328358209,0.908156346
14,10000,5,64,1,0.85,,0,0,0,0,0.371699451,0.536249294,0,0,0,0,0.151515152,0.545454545,0.460606061,0.393939394,0.907948745
7,10000,80,128,3,0.85,,0,0,0,0,0.394531464,0.513301093,0,0,0,0,0.119402985,0.507462687,0.441791045,0.388059701,0.907832558
3,10000,5,128,2,0.85,,0,0,0,0,0.365215382,0.539190426,0,0,0,0,0.102941176,0.529411765,0.464705882,0.426470588,0.904405808
7,10000,80,128,1,0.85,,0,0,0,0,0.385862534,0.5180266,0,0,0,0,0.164179104,0.52238806,0.441791045,0.358208955,0.903889134
7,10000,20,128,2,0.85,,0,0,0,0,0.373452596,0.530407569,0,0,0,0,0.119402985,0.52238806,0.435820896,0.402985075,0.903860165
7,10000,20,32,2,0.85,,0,0,0,0,0.367065901,0.536411358,0,0,0,0,0.119402985,0.492537313,0.432835821,0.373134328,0.903477259
3,10000,50,64,1,0.85,,0,0,0,0,0.432636104,0.469738301,0,0,0,0,0.147058824,0.5,0.426470588,0.352941176,0.902374405
3,10000,50,16,3,0.85,,0,0,0,0,0.4185548,0.483401152,0,0,0,0,0.147058824,0.514705882,0.438235294,0.367647059,0.901955952
3,10000,50,256,3,0.85,,0,0,0,0,0.391417269,0.507616038,0,0,0,0,0.088235294,0.485294118,0.438235294,0.397058824,0.899033308
3,10000,50,128,2,0.85,,0,0,0,0,0.387973746,0.510645375,0,0,0,0,0.088235294,0.485294118,0.435294118,0.397058824,0.898619121
7,10000,50,64,1,0.85,,0,0,0,0,0.366006231,0.531083729,0,0,0,0,0.104477612,0.492537313,0.441791045,0.388059701,0.89708996
7,10000,5,32,1,0.85,,0,0,0,0,0.374641857,0.521509951,0,0,0,0,0.134328358,0.507462687,0.441791045,0.373134328,0.896151808
3,10000,50,256,1,0.85,,0,0,0,0,0.400721268,0.494555028,0,0,0,0,0.117647059,0.5,0.429411765,0.382352941,0.895276296
14,10000,5,128,2,0.85,,0,0,0,0,0.345655172,0.54958149,0,0,0,0,0.121212121,0.545454545,0.463636364,0.424242424,0.895236663
14,10000,20,128,3,0.85,,0,0,0,0,0.361354308,0.533099303,0,0,0,0,0.166666667,0.515151515,0.439393939,0.348484848,0.894453611
7,10000,80,64,2,0.85,,0,0,0,0,0.375914261,0.517769463,0,0,0,0,0.134328358,0.507462687,0.435820896,0.373134328,0.893683723
3,10000,80,128,1,0.85,,0,0,0,0.133333333,0.244086022,0.51518142,0,0,0,0,0.117647059,0.470588235,0.417647059,0.352941176,0.892600775
7,10000,5,32,3,0.85,,0,0,0,0.057142857,0.339450456,0.494435335,0,0,0,0,0.104477612,0.462686567,0.408955224,0.358208955,0.891028648
3,10000,5,128,3,0.85,,0,0,0,0.066666667,0.263952617,0.560306641,0,0,0,0,0.029411765,0.470588235,0.458823529,0.441176471,0.890925924
7,10000,80,32,2,0.85,,0,0,0,0,0.359316601,0.530866428,0,0,0,0,0.194029851,0.52238806,0.450746269,0.328358209,0.890183029
7,10000,50,128,3,0.85,,0,0,0,0,0.377043359,0.511599592,0,0,0,0,0.164179104,0.52238806,0.43880597,0.358208955,0.888642951
7,10000,20,32,3,0.85,,0,0,0,0.08,0.280802021,0.527600243,0,0,0,0,0.104477612,0.47761194,0.417910448,0.373134328,0.888402264
3,10000,80,32,2,0.85,,0,0,0,0.066666667,0.272013367,0.549314802,0,0,0,0,0.161764706,0.529411765,0.444117647,0.367647059,0.887994835
14,10000,20,32,3,0.85,,0,0,0,0.04,0.346853113,0.501022571,0,0,0,0,0.121212121,0.484848485,0.415151515,0.363636364,0.887875684
7,10000,50,128,2,0.85,,0,0,0,0,0.39005784,0.497168337,0,0,0,0,0.194029851,0.537313433,0.426865672,0.343283582,0.887226176
7,10000,50,32,3,0.85,,0,0,0,0.066666667,0.295641026,0.524603448,0,0,0,0,0.134328358,0.507462687,0.423880597,0.373134328,0.886911141
7,10000,80,64,1,0.85,,0,0,0,0,0.348454034,0.538173591,0,0,0,0,0.134328358,0.507462687,0.441791045,0.373134328,0.886627626
3,10000,5,256,3,0.85,,0,0,0,0,0.337221298,0.548477936,0,0,0,0,0.044117647,0.5,0.479411765,0.455882353,0.885699234
14,10000,5,128,1,0.85,,0,0,0,0,0.303636364,0.580688525,0,0,0,0,0.136363636,0.560606061,0.475757576,0.424242424,0.884324889
3,10000,5,256,1,0.85,,0,0,0,0,0.321816343,0.558563832,0,0,0,0,0.073529412,0.514705882,0.473529412,0.441176471,0.880380175
14,10000,5,64,2,0.85,,0,0,0,0,0.291125659,0.586562587,0,0,0,0,0.136363636,0.560606061,0.46969697,0.424242424,0.877688246
7,10000,50,256,1,0.85,,0,0,0,0,0.34518017,0.530726974,0,0,0,0,0.164179104,0.507462687,0.43880597,0.343283582,0.875907144
3,10000,5,32,2,0.85,,0,0,0,0.066666667,0.219924099,0.588138949,0,0,0,0,0.058823529,0.5,0.461764706,0.441176471,0.874729715
3,10000,20,128,1,0.85,,0,0,0,0,0.32632898,0.54578588,0,0,0,0,0.102941176,0.485294118,0.447058824,0.382352941,0.87211486
14,10000,80,256,1,0.85,,0,0,0,0,0.308024454,0.563995601,0,0,0,0,0.151515152,0.515151515,0.439393939,0.363636364,0.872020054
7,10000,50,128,1,0.85,,0,0,0,0,0.348628001,0.522590593,0,0,0,0,0.149253731,0.507462687,0.435820896,0.358208955,0.871218594
3,10000,20,16,1,0.85,,0,0,0,0.08,0.271847826,0.51844256,0,0,0,0,0.132352941,0.470588235,0.420588235,0.338235294,0.870290386
3,10000,20,16,2,0.85,,0,0,0,0,0.307189542,0.562062507,0,0,0,0,0.117647059,0.5,0.444117647,0.382352941,0.869252049
7,10000,20,16,3,0.85,,0,0,0,0,0.36203226,0.50663325,0,0,0,0,0.134328358,0.507462687,0.432835821,0.373134328,0.86866551
7,10000,5,128,1,0.85,,0,0,0,0,0.387423341,0.480792016,0,0,0,0,0.208955224,0.537313433,0.429850746,0.328358209,0.868215357
7,10000,20,256,3,0.85,,0,0,0,0,0.353987511,0.51276695,0,0,0,0,0.149253731,0.507462687,0.420895522,0.358208955,0.866754461
3,10000,20,32,3,0.85,,0,0,0,0,0.289658753,0.574827422,0,0,0,0,0.102941176,0.5,0.45,0.397058824,0.864486176
7,10000,80,128,2,0.85,,0,0,0,0,0.35506578,0.508762992,0,0,0,0,0.164179104,0.507462687,0.429850746,0.343283582,0.863828772
7,10000,50,16,2,0.85,,0,0,0,0,0.303955119,0.556136843,0,0,0,0,0.149253731,0.507462687,0.435820896,0.358208955,0.860091962
14,10000,5,256,3,0.85,,0,0,0,0,0.28395159,0.575097403,0,0,0,0,0.136363636,0.545454545,0.460606061,0.409090909,0.859048993
3,10000,20,128,2,0.85,,0,0,0,0,0.303849378,0.554714891,0,0,0,0,0.117647059,0.485294118,0.447058824,0.367647059,0.858564268
14,10000,5,32,1,0.85,,0,0,0,0,0.293333333,0.564741329,0,0,0,0,0.136363636,0.560606061,0.460606061,0.424242424,0.858074662
14,10000,20,64,1,0.85,,0,0,0,0,0.353982766,0.50215783,0,0,0,0,0.166666667,0.5,0.412121212,0.333333333,0.856140596
7,10000,80,32,3,0.85,,0,0,0,0,0.302194955,0.552562711,0,0,0,0,0.179104478,0.537313433,0.43880597,0.358208955,0.854757666
14,10000,20,128,1,0.85,,0,0,0,0,0.348365999,0.505399246,0,0,0,0,0.136363636,0.515151515,0.436363636,0.378787879,0.853765245
14,10000,20,64,2,0.85,,0,0,0,0,0.325395835,0.527122765,0,0,0,0,0.151515152,0.484848485,0.424242424,0.333333333,0.852518599
14,10000,80,16,2,0.85,,0,0,0,0,0.294930153,0.555853347,0,0,0,0,0.106060606,0.484848485,0.439393939,0.378787879,0.8507835
7,10000,20,256,2,0.85,,0,0,0,0,0.351316902,0.49897541,0,0,0,0,0.104477612,0.492537313,0.417910448,0.388059701,0.850292312
3,10000,20,64,1,0.85,,0,0,0,0,0.325574388,0.524434366,0,0,0,0,0.132352941,0.485294118,0.438235294,0.352941176,0.850008754
14,10000,20,256,3,0.85,,0,0,0,0,0.28,0.568806003,0,0,0,0,0.075757576,0.5,0.457575758,0.424242424,0.848806003
14,10000,50,16,2,0.85,,0,0,0,0,0.285829902,0.562580211,0,0,0,0,0.090909091,0.484848485,0.445454545,0.393939394,0.848410113
7,10000,50,32,2,0.85,,0,0,0,0,0.298169855,0.547685704,0,0,0,0,0.164179104,0.507462687,0.429850746,0.343283582,0.845855558
7,10000,20,128,1,0.85,,0,0,0,0,0.333900543,0.511935911,0,0,0,0,0.134328358,0.492537313,0.423880597,0.358208955,0.845836454
3,10000,20,64,3,0.85,,0,0,0,0,0.272582396,0.571074031,0,0,0,0,0.102941176,0.5,0.452941176,0.397058824,0.843656427
3,10000,20,256,1,0.85,,0,0,0,0,0.331453309,0.510400277,0,0,0,0,0.058823529,0.470588235,0.429411765,0.411764706,0.841853585
3,10000,20,32,1,0.85,,0,0,0,0,0.313414326,0.526598399,0,0,0,0,0.147058824,0.5,0.435294118,0.352941176,0.840012724
7,10000,80,16,1,0.85,,0,0,0,0,0.301957278,0.534872819,0,0,0,0,0.134328358,0.492537313,0.426865672,0.358208955,0.836830097
7,10000,5,128,3,0.85,,0,0,0,0,0.383211172,0.45266728,0,0,0,0,0.149253731,0.492537313,0.414925373,0.343283582,0.835878452
3,10000,5,64,3,0.85,,0,0,0,0,0.243563684,0.59065971,0,0,0,0,0.147058824,0.544117647,0.467647059,0.397058824,0.834223394
7,10000,20,16,1,0.85,,0,0,0,0,0.301709428,0.529402311,0,0,0,0,0.149253731,0.492537313,0.423880597,0.343283582,0.83111174
7,10000,20,16,2,0.85,,0,0,0,0,0.324585921,0.50543997,0,0,0,0,0.104477612,0.462686567,0.420895522,0.358208955,0.830025891
7,10000,80,16,3,0.85,,0,0,0,0.1,0.145288221,0.581813281,0,0,0,0,0.134328358,0.47761194,0.420895522,0.343283582,0.827101502
3,10000,20,256,2,0.85,,0,0,0,0,0.339613527,0.48546499,0,0,0,0,0.102941176,0.455882353,0.417647059,0.352941176,0.825078517
7,10000,50,32,1,0.85,,0,0,0,0,0.273720856,0.550865655,0,0,0,0,0.194029851,0.52238806,0.429850746,0.328358209,0.824586511
7,10000,80,32,1,0.85,,0,0,0,0,0.312839031,0.507469221,0,0,0,0,0.179104478,0.507462687,0.417910448,0.328358209,0.820308251
14,10000,5,32,3,0.85,,0,0,0,0,0.260671835,0.558945958,0,0,0,0,0.166666667,0.53030303,0.436363636,0.363636364,0.819617793
7,10000,5,256,2,0.85,,0,0,0,0,0.331738642,0.483060304,0,0,0,0,0.179104478,0.507462687,0.411940299,0.328358209,0.814798946
7,10000,50,16,1,0.85,,0,0,0,0,0.290158524,0.524395031,0,0,0,0,0.179104478,0.507462687,0.420895522,0.328358209,0.814553555
3,10000,20,32,2,0.85,,0,0,0,0,0.279310725,0.533143501,0,0,0,0,0.161764706,0.485294118,0.429411765,0.323529412,0.812454226
14,10000,5,128,3,0.85,,0,0,0,0,0.331066972,0.479004333,0,0,0,0,0.106060606,0.5,0.442424242,0.393939394,0.810071305
3,10000,5,64,2,0.85,,0,0,0,0,0.225974078,0.583933929,0,0,0,0,0.147058824,0.544117647,0.461764706,0.397058824,0.809908007
3,10000,20,128,3,0.85,,0,0,0,0,0.24281938,0.561954797,0,0,0,0,0.073529412,0.470588235,0.444117647,0.397058824,0.804774177
3,10000,5,128,1,0.85,,0,0,0,0,0.276989756,0.525079236,0,0,0,0,0.073529412,0.470588235,0.444117647,0.397058824,0.802068991
3,10000,20,16,3,0.85,,0,0,0,0,0.236592876,0.56355026,0,0,0,0,0.132352941,0.5,0.438235294,0.367647059,0.800143135
7,10000,80,16,2,0.85,,0,0,0,0,0.278962481,0.520901158,0,0,0,0,0.104477612,0.462686567,0.417910448,0.358208955,0.799863639
3,10000,20,64,2,0.85,,0,0,0,0,0.259364047,0.533477972,0,0,0,0,0.205882353,0.5,0.426470588,0.294117647,0.792842019
14,10000,20,32,1,0.85,,0,0,0,0.04,0.178923306,0.562623146,0,0,0,0,0.075757576,0.46969697,0.427272727,0.393939394,0.781546452
3,10000,5,32,1,0.85,,0,0,0,0,0.198504176,0.577095329,0,0,0,0,0.044117647,0.470588235,0.447058824,0.426470588,0.775599505
1,10000,5,256,1,0.85,,0,0,0,0,0.180085349,0.595107619,0,0,0,0,0.161764706,0.544117647,0.444117647,0.382352941,0.775192968
7,10000,20,32,1,0.85,,0,0,0,0,0.224915825,0.54441881,0,0,0,0,0.089552239,0.47761194,0.417910448,0.388059701,0.769334635
14,10000,5,256,2,0.85,,0,0,0,0,0.183783784,0.582601173,0,0,0,0,0.106060606,0.53030303,0.457575758,0.424242424,0.766384957
3,10000,80,64,3,0.85,,0,0,0,0,0.181953343,0.574689016,0,0,0,0,0.073529412,0.470588235,0.429411765,0.397058824,0.756642359
14,10000,5,256,1,0.85,,0,0,0,0,0.242886776,0.513226321,0,0,0,0,0.090909091,0.515151515,0.451515152,0.424242424,0.756113097
14,10000,50,16,3,0.85,,0,0,0,0.133333333,0,0.618513068,0,0,0,0,0.075757576,0.484848485,0.448484848,0.409090909,0.751846401
3,10000,80,32,1,0.85,,0,0,0,0,0.196928553,0.549409871,0,0,0,0,0.147058824,0.470588235,0.420588235,0.323529412,0.746338425
3,10000,80,64,2,0.85,,0,0,0,0,0.204438993,0.541711914,0,0,0,0,0.088235294,0.470588235,0.423529412,0.382352941,0.746150907
3,10000,5,16,2,0.85,,0,0,0,0,0.169933481,0.575572132,0,0,0,0,0.058823529,0.470588235,0.432352941,0.411764706,0.745505613
1,10000,5,128,1,0.85,,0,0,0,0,0.127958519,0.600827326,0,0,0,0,0.147058824,0.514705882,0.444117647,0.367647059,0.728785845
1,10000,5,256,2,0.85,,0,0,0,0,0.139686395,0.58405354,0,0,0,0,0.147058824,0.529411765,0.426470588,0.382352941,0.723739935
3,10000,5,32,3,0.85,,0,0,0,0,0.124493243,0.589354312,0,0,0,0,0.073529412,0.470588235,0.441176471,0.397058824,0.713847555
1,10000,50,128,2,0.85,,0,0,0,0,0.151879699,0.561955601,0,0,0,0,0.132352941,0.5,0.423529412,0.367647059,0.7138353
7,10000,50,16,3,0.85,,0,0,0,0,0.153479853,0.558886429,0,0,0,0,0.119402985,0.47761194,0.420895522,0.358208955,0.712366282
7,10000,5,256,3,0.85,,0,0,0,0,0.191640867,0.519338791,0,0,0,0,0.104477612,0.447761194,0.417910448,0.343283582,0.710979658
1,10000,80,256,3,0.85,,0,0,0,0,0.126720648,0.578067021,0,0,0,0,0.102941176,0.470588235,0.426470588,0.367647059,0.704787668
1,10000,20,256,2,0.85,,0,0,0,0,0.129450267,0.573714695,0,0,0,0,0.073529412,0.441176471,0.417647059,0.367647059,0.703164962
3,10000,80,32,3,0.85,,0,0,0,0,0.10527249,0.590648315,0,0,0,0,0.088235294,0.470588235,0.417647059,0.382352941,0.695920805
1,10000,50,64,2,0.85,,0,0,0,0,0.157018773,0.53649472,0,0,0,0,0.102941176,0.485294118,0.420588235,0.382352941,0.693513493
1,10000,50,256,2,0.85,,0,0,0,0,0.151896104,0.540322596,0,0,0,0,0.088235294,0.441176471,0.405882353,0.352941176,0.6922187
