lag,epochs,batch_size,neurons,layers,split,accuracy,f1-0,f1-1,f1-2,f1-3,f1-4,f1-5,f1-6,f1-7,f1-8,f1-9,diff_acc,max_acc,mean_acc,min_acc,total_f1
14,10000,50,128,1,0.85,,0,0,0,0.066666667,0.337749683,0.469429485,0,0,0,0,0.194029851,0.492537313,0.385074627,0.298507463,0.873845835
14,10000,80,64,2,0.85,,0,0,0,0,0.361056855,0.511874104,0,0,0,0,0.223880597,0.507462687,0.420895522,0.28358209,0.87293096
1,10000,5,16,1,0.85,,0,0,0,0.04,0.207750632,0.624897802,0,0,0,0,0.115942029,0.536231884,0.475362319,0.420289855,0.872648434
7,10000,5,64,3,0.85,,0,0,0,0,0.387075467,0.485145349,0,0,0,0,0.102941176,0.470588235,0.411764706,0.367647059,0.872220815
7,10000,50,256,3,0.85,,0,0,0,0,0.378548753,0.49185585,0,0,0,0,0.117647059,0.470588235,0.411764706,0.352941176,0.870404603
1,10000,80,256,1,0.85,,0,0,0,0.036363636,0.22501059,0.608331435,0,0,0,0,0.144927536,0.550724638,0.466666667,0.405797101,0.869705661
1,10000,80,64,1,0.85,,0,0,0,0.036363636,0.220932888,0.612195679,0,0,0,0,0.130434783,0.536231884,0.469565217,0.405797101,0.869492204
1,10000,20,32,1,0.85,,0,0,0,0.044444444,0.203557413,0.620929913,0,0,0,0,0.115942029,0.536231884,0.47826087,0.420289855,0.868931771
7,10000,20,256,2,0.85,,0,0,0,0.05,0.335045519,0.483006624,0,0,0,0,0.088235294,0.441176471,0.4,0.352941176,0.868052142
1,10000,20,128,2,0.85,,0,0,0,0.044444444,0.20914673,0.614342601,0,0,0,0,0.115942029,0.536231884,0.466666667,0.420289855,0.867933776
7,10000,5,16,3,0.85,,0,0,0,0.1,0.219573643,0.546598711,0,0,0,0,0.147058824,0.485294118,0.408823529,0.338235294,0.866172355
1,10000,5,256,3,0.85,,0,0,0,0.044444444,0.245846795,0.574895917,0,0,0,0,0.086956522,0.507246377,0.446376812,0.420289855,0.865187157
14,10000,80,256,2,0.85,,0,0,0,0,0.37989747,0.484678332,0,0,0,0,0.194029851,0.492537313,0.408955224,0.298507463,0.864575802
1,10000,80,256,3,0.85,,0,0,0,0.044444444,0.224030784,0.594543175,0,0,0,0,0.130434783,0.536231884,0.452173913,0.405797101,0.863018403
7,10000,80,32,3,0.85,,0,0,0,0.107142857,0.187923351,0.56788548,0,0,0,0,0.102941176,0.485294118,0.435294118,0.382352941,0.862951688
1,10000,80,128,1,0.85,,0,0,0,0.036363636,0.212717949,0.612361715,0,0,0,0,0.144927536,0.550724638,0.472463768,0.405797101,0.8614433
14,10000,5,256,2,0.85,,0,0,0,0,0.34493883,0.516122457,0,0,0,0,0.253731343,0.537313433,0.429850746,0.28358209,0.861061287
14,10000,20,16,1,0.85,,0,0,0,0,0.347477198,0.513168498,0,0,0,0,0.208955224,0.507462687,0.417910448,0.298507463,0.860645696
14,10000,5,64,2,0.85,,0,0,0,0,0.280524642,0.513303427,0.066666667,0,0,0,0.23880597,0.52238806,0.408955224,0.28358209,0.860494736
1,10000,5,256,2,0.85,,0,0,0,0.044444444,0.230316628,0.583908208,0,0,0,0,0.072463768,0.492753623,0.452173913,0.420289855,0.858669281
14,10000,80,256,3,0.85,,0,0,0,0,0.351364764,0.507115792,0,0,0,0,0.149253731,0.462686567,0.417910448,0.313432836,0.858480556
14,10000,5,256,3,0.85,,0,0,0,0.066666667,0.29509112,0.49587531,0,0,0,0,0.194029851,0.47761194,0.4,0.28358209,0.857633097
1,10000,5,128,3,0.85,,0,0,0,0.04,0.189001637,0.628089019,0,0,0,0,0.15942029,0.579710145,0.484057971,0.420289855,0.857090655
1,10000,80,128,2,0.85,,0,0,0,0.044444444,0.198087514,0.61388187,0,0,0,0,0.130434783,0.550724638,0.469565217,0.420289855,0.856413828
7,10000,5,32,2,0.85,,0,0,0,0,0.350401525,0.498948854,0,0,0,0,0.132352941,0.470588235,0.408823529,0.338235294,0.849350378
14,10000,50,128,2,0.85,,0,0,0,0,0.357687901,0.490961205,0,0,0,0,0.194029851,0.47761194,0.408955224,0.28358209,0.848649106
1,10000,5,64,2,0.85,,0,0,0,0.044444444,0.191895425,0.61161681,0,0,0,0,0.101449275,0.52173913,0.469565217,0.420289855,0.847956679
3,10000,5,64,2,0.85,,0,0,0,0,0.319842834,0.526543964,0,0,0,0,0.058823529,0.455882353,0.420588235,0.397058824,0.846386797
3,10000,50,64,2,0.85,,0,0,0,0,0.326539371,0.519702346,0,0,0,0,0.147058824,0.485294118,0.411764706,0.338235294,0.846241716
14,10000,50,32,2,0.85,,0,0,0,0.057142857,0.300655893,0.48761367,0,0,0,0,0.164179104,0.47761194,0.388059701,0.313432836,0.84541242
3,10000,50,128,1,0.85,,0,0,0,0,0.320210626,0.523081826,0,0,0,0,0.102941176,0.455882353,0.417647059,0.352941176,0.843292452
14,10000,20,64,3,0.85,,0,0,0,0,0.311270889,0.531214016,0,0,0,0,0.223880597,0.507462687,0.426865672,0.28358209,0.842484905
7,10000,50,16,3,0.85,,0,0,0,0.057142857,0.291107062,0.494146264,0,0,0,0,0.161764706,0.5,0.397058824,0.338235294,0.842396184
14,10000,80,16,1,0.85,,0,0,0,0,0.332323588,0.508276528,0,0,0,0,0.194029851,0.492537313,0.408955224,0.298507463,0.840600116
14,10000,20,32,3,0.85,,0,0,0,0,0.387559777,0.45057826,0,0,0,0,0.194029851,0.492537313,0.388059701,0.298507463,0.838138037
14,10000,80,64,3,0.85,,0,0,0,0.044444444,0.277685649,0.514599749,0,0,0,0,0.194029851,0.47761194,0.402985075,0.28358209,0.836729842
7,10000,5,128,2,0.85,,0,0,0,0,0.347406151,0.485102335,0,0,0,0,0.073529412,0.426470588,0.397058824,0.352941176,0.832508486
3,10000,80,128,2,0.85,,0,0,0,0.066666667,0.181818182,0.583252247,0,0,0,0,0.132352941,0.514705882,0.432352941,0.382352941,0.831737096
14,10000,5,16,3,0.85,,0,0,0,0,0.350634478,0.481065595,0,0,0,0,0.23880597,0.52238806,0.411940299,0.28358209,0.831700073
14,10000,50,16,2,0.85,,0,0,0,0,0.334886878,0.496659833,0,0,0,0,0.253731343,0.537313433,0.411940299,0.28358209,0.831546711
1,10000,80,32,1,0.85,,0,0,0,0.036363636,0.180771922,0.612767815,0,0,0,0,0.144927536,0.550724638,0.466666667,0.405797101,0.829903373
3,10000,5,64,3,0.85,,0,0,0,0,0.288141026,0.541111427,0,0,0,0,0.147058824,0.5,0.417647059,0.352941176,0.829252453
3,10000,50,64,3,0.85,,0,0,0,0.1,0.260139733,0.468952008,0,0,0,0,0.088235294,0.426470588,0.391176471,0.338235294,0.829091741
14,10000,80,32,2,0.85,,0,0,0,0,0.388196696,0.439537643,0,0,0,0,0.179104478,0.47761194,0.382089552,0.298507463,0.827734339
3,10000,5,32,2,0.85,,0,0,0,0,0.292133545,0.532608054,0,0,0,0,0.044117647,0.441176471,0.420588235,0.397058824,0.824741599
7,10000,20,64,3,0.85,,0,0,0,0,0.299311466,0.524733463,0,0,0,0,0.088235294,0.441176471,0.405882353,0.352941176,0.824044929
3,10000,5,256,2,0.85,,0,0,0,0,0.334708592,0.486882306,0,0,0,0,0.102941176,0.470588235,0.423529412,0.367647059,0.821590898
3,10000,80,256,3,0.85,,0,0,0,0.057142857,0.229067011,0.533694977,0,0,0,0,0.058823529,0.426470588,0.402941176,0.367647059,0.819904846
7,10000,80,16,2,0.85,,0,0,0,0,0.269642375,0.549458136,0,0,0,0,0.117647059,0.5,0.432352941,0.382352941,0.819100511
7,10000,20,128,2,0.85,,0,0,0,0,0.306580557,0.510052444,0,0,0,0,0.088235294,0.426470588,0.397058824,0.338235294,0.816633001
1,10000,80,16,1,0.85,,0,0,0,0.036363636,0.160092166,0.619756177,0,0,0,0,0.130434783,0.536231884,0.460869565,0.405797101,0.816211979
7,10000,50,16,2,0.85,,0,0,0,0,0.297660964,0.517724442,0,0,0,0,0.117647059,0.485294118,0.414705882,0.367647059,0.815385407
3,10000,20,128,1,0.85,,0,0,0,0.057142857,0.189150849,0.568898179,0,0,0,0,0.088235294,0.470588235,0.423529412,0.382352941,0.815191885
7,10000,20,16,2,0.85,,0,0,0,0.066666667,0.219183409,0.529174403,0,0,0,0,0.073529412,0.441176471,0.402941176,0.367647059,0.815024478
14,10000,50,32,1,0.85,,0,0,0,0,0.302001013,0.511586593,0,0,0,0,0.208955224,0.492537313,0.411940299,0.28358209,0.813587606
14,10000,20,128,1,0.85,,0,0,0,0,0.324192217,0.488216215,0,0,0,0,0.208955224,0.507462687,0.394029851,0.298507463,0.812408432
14,10000,5,128,1,0.85,,0,0,0,0,0.324486011,0.486944182,0,0,0,0,0.208955224,0.492537313,0.405970149,0.28358209,0.811430193
3,10000,80,128,3,0.85,,0,0,0,0.107142857,0.140075679,0.56213692,0,0,0,0,0.058823529,0.426470588,0.414705882,0.367647059,0.809355456
3,10000,20,64,1,0.85,,0,0,0,0.066666667,0.189055285,0.549402766,0,0,0,0,0.117647059,0.485294118,0.405882353,0.367647059,0.805124718
3,10000,20,256,3,0.85,,0,0,0,0,0.231329739,0.514673179,0.057142857,0,0,0,0.073529412,0.441176471,0.397058824,0.367647059,0.803145774
14,10000,80,64,1,0.85,,0,0,0,0,0.305333753,0.49640128,0,0,0,0,0.164179104,0.462686567,0.394029851,0.298507463,0.801735033
14,10000,5,16,1,0.85,,0,0,0,0,0.319906245,0.480840827,0,0,0,0,0.149253731,0.47761194,0.4,0.328358209,0.800747072
1,10000,20,16,1,0.85,,0,0,0,0.044444444,0.140288598,0.613066836,0,0,0,0,0.144927536,0.550724638,0.452173913,0.405797101,0.797799878
14,10000,5,128,2,0.85,,0,0,0,0,0.309637596,0.488076562,0,0,0,0,0.208955224,0.492537313,0.397014925,0.28358209,0.797714159
3,10000,20,64,2,0.85,,0,0,0,0.057142857,0.203279082,0.536972989,0,0,0,0,0.058823529,0.426470588,0.4,0.367647059,0.797394929
3,10000,20,32,2,0.85,,0,0,0,0,0.245237636,0.548005004,0,0,0,0,0.117647059,0.455882353,0.411764706,0.338235294,0.793242641
3,10000,50,32,3,0.85,,0,0,0,0.057142857,0.22607569,0.509673075,0,0,0,0,0.117647059,0.470588235,0.4,0.352941176,0.792891622
3,10000,50,64,1,0.85,,0,0,0,0,0.269155843,0.523397595,0,0,0,0,0.088235294,0.441176471,0.411764706,0.352941176,0.792553439
7,10000,5,256,3,0.85,,0,0,0,0,0.322005307,0.46887715,0,0,0,0,0.147058824,0.455882353,0.385294118,0.308823529,0.790882456
1,10000,50,256,1,0.85,,0,0,0,0,0.204839062,0.585401382,0,0,0,0,0.130434783,0.52173913,0.446376812,0.391304348,0.790240444
1,10000,50,256,3,0.85,,0,0,0,0,0.186782946,0.602605777,0,0,0,0,0.115942029,0.52173913,0.455072464,0.405797101,0.789388723
3,10000,5,32,1,0.85,,0,0,0,0,0.262421799,0.525649271,0,0,0,0,0.044117647,0.426470588,0.405882353,0.382352941,0.78807107
14,10000,80,16,2,0.85,,0,0,0,0,0.286856844,0.499727503,0,0,0,0,0.179104478,0.462686567,0.397014925,0.28358209,0.786584347
1,10000,5,32,2,0.85,,0,0,0,0,0.167212255,0.61924928,0,0,0,0,0.130434783,0.536231884,0.466666667,0.405797101,0.786461534
14,10000,20,16,3,0.85,,0,0,0,0.066666667,0.201781533,0.516009365,0,0,0,0,0.179104478,0.462686567,0.397014925,0.28358209,0.784457565
14,10000,80,256,1,0.85,,0,0,0,0,0.242742251,0.539209266,0,0,0,0,0.179104478,0.47761194,0.405970149,0.298507463,0.781951517
7,10000,80,32,1,0.85,,0,0,0,0,0.206537848,0.573654322,0,0,0,0,0.132352941,0.5,0.435294118,0.367647059,0.78019217
1,10000,80,64,2,0.85,,0,0,0,0.044444444,0.105108926,0.624346446,0,0,0,0,0.130434783,0.550724638,0.463768116,0.420289855,0.773899817
3,10000,5,32,3,0.85,,0,0,0,0,0.222132137,0.550887676,0,0,0,0,0.058823529,0.441176471,0.414705882,0.382352941,0.773019813
3,10000,50,32,1,0.85,,0,0,0,0,0.287851028,0.483871489,0,0,0,0,0.102941176,0.455882353,0.408823529,0.352941176,0.771722517
3,10000,20,32,1,0.85,,0,0,0,0.066666667,0.138096686,0.565175343,0,0,0,0,0.073529412,0.455882353,0.414705882,0.382352941,0.769938695
3,10000,50,16,1,0.85,,0,0,0,0,0.243313788,0.523515124,0,0,0,0,0.073529412,0.441176471,0.411764706,0.367647059,0.766828912
3,10000,80,256,1,0.85,,0,0,0,0.066666667,0.131214914,0.568049143,0,0,0,0,0.088235294,0.470588235,0.414705882,0.382352941,0.765930724
14,10000,5,64,1,0.85,,0,0,0,0,0.233346734,0.531608094,0,0,0,0,0.164179104,0.462686567,0.411940299,0.298507463,0.764954828
7,10000,5,256,2,0.85,,0,0,0,0,0.336848065,0.421641321,0,0,0,0,0.073529412,0.441176471,0.402941176,0.367647059,0.758489386
1,10000,50,256,2,0.85,,0,0,0,0,0.163884179,0.591622455,0,0,0,0,0.115942029,0.507246377,0.443478261,0.391304348,0.755506634
1,10000,80,32,2,0.85,,0,0,0,0,0.131698979,0.616886015,0,0,0,0,0.144927536,0.550724638,0.457971014,0.405797101,0.748584993
