DateTime,Close,Volume_(BTC),Weighted_Price,neg_pol,neu_pol,pos_pol,compound,dt,Tweet_vol
2018-08-24 00:00:00+00:00,7027.99,5.263317495871795,6979.6919357162815,0.031902912621359227,0.8523106796116504,0.11579611650485437,0.26737281553398057,2018-08-24 17:29:23.615384576+00:00,506.0
2018-08-25 00:00:00+00:00,7187.23,3.664419503364341,7096.86910437907,0.03967132867132867,0.8530069930069929,0.10733566433566434,0.20141188811188812,2018-08-25 12:34:15.953488384+00:00,857.0
2018-08-26 00:00:00+00:00,7275.0,2.817791047275495,7233.424594205023,0.039157142857142856,0.8203571428571428,0.14048571428571427,0.23219142857142855,2018-08-26 12:07:15.114155264+00:00,796.0
2018-08-27 00:00:00+00:00,7301.01,2.142962713560091,7260.409426005291,0.03789171974522293,0.8418853503184712,0.1202292993630573,0.22804713375796176,2018-08-27 12:22:26.258503168+00:00,885.0
2018-08-28 00:00:00+00:00,7350.0,3.4190142592677675,7317.004481404092,0.03794736842105264,0.8398631578947369,0.12218421052631578,0.22685684210526316,2018-08-28 12:10:40.315865088+00:00,1012.0
2018-08-29 00:00:00+00:00,6927.9,8.323083090130435,7151.7270772730435,0.03624736842105263,0.8449421052631578,0.11880526315789473,0.2325242105263158,2018-08-29 12:29:33+00:00,1028.0
2018-08-30 00:00:00+00:00,6435.58,11.306456725714286,6454.103945995033,0.040894009216589866,0.835520737327189,0.12360829493087558,0.22596543778801842,2018-08-30 11:56:44.571428608+00:00,1046.0
2018-08-31 00:00:00+00:00,6416.13,5.087319414417643,6446.276811282426,0.03828272251308901,0.850130890052356,0.11159162303664921,0.1969,2018-08-31 12:03:53.177119232+00:00,984.0
2018-09-01 00:00:00+00:00,6178.21,3.8594733766888516,6368.655216962562,0.0387578125,0.8421328125,0.11910937499999999,0.21273515625,2018-09-01 12:50:48.219633920+00:00,738.0
2018-09-02 00:00:00+00:00,6363.43,2.8066259010661474,6290.431217199767,0.04998837209302325,0.8368197674418604,0.11318023255813953,0.14734127906976743,2018-09-02 12:18:18.443579904+00:00,819.0
2018-09-03 00:00:00+00:00,6294.53,4.555860689645138,6284.606375328815,0.04722413793103448,0.8415402298850575,0.11122413793103449,0.17409425287356323,2018-09-03 12:12:19.119943168+00:00,990.0
2018-09-04 00:00:00+00:00,6303.27,5.35599826482542,6289.65968430824,0.037642045454545456,0.8429943181818181,0.1193465909090909,0.22371818181818182,2018-09-04 12:05:22.122905088+00:00,990.0
